,naics_code,fiscal_year,base_and_all_options_value
3600, BUSINESS ASSOCIATIONS,2010.0,2499742.1799999997
3601, PORT AND HARBOR OPERATIONS,2015.0,2500663.920000001
3602, FOOD PRODUCT MACHINERY MANUFACTURING,2013.0,2500684.670000001
3603," OTHER ALUMINUM ROLLING, DRAWING, AND EXTRUDING",2013.0,2501463.6499999994
3604, POSTAL SERVICE,2014.0,2502773.84
3605, MANUFACTURED (MOBILE) HOME DEALERS,2011.0,2505111.8900000006
3606, OTHER SERVICES RELATED TO ADVERTISING,2015.0,2505363.68
3607, TEMPORARY SHELTERS,2014.0,2509140.12
3608, TEXTILE MACHINERY MANUFACTURING,2012.0,2511948.91
3609, LOCAL MESSENGERS AND LOCAL DELIVERY,2014.0,2512617.3900000006
3610, OTHER TELECOMMUNICATIONS,2010.0,2514089.22
3611, CUSTOM ARCHITECTURAL WOODWORK AND MILLWORK MANUFACTURING,2010.0,2517631.59
3612, LINEN SUPPLY,2010.0,2523277.73
3613, INVESTMENT ADVICE,2016.0,2523971.33
3614, OTHER SPECIALIZED DESIGN SERVICES,2014.0,2524396.8799999994
3615, REPOSSESSION SERVICES,2012.0,2525641.5
3616, OTHER FUEL DEALERS,2014.0,2528659.13
3617, BUS AND OTHER MOTOR VEHICLE TRANSIT SYSTEMS,2014.0,2528789.45
3618, TRAVEL TRAILER AND CAMPER MANUFACTURING,2013.0,2529365.84
3619, CARBON AND GRAPHITE PRODUCT MANUFACTURING,2011.0,2530893.52
3620, MEDIA BUYING AGENCIES,2015.0,2539145.3400000003
3621, AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING,2010.0,2540493.1500000004
3622, OTHER CLOTHING STORES,2013.0,2543127.2099999986
3623, PACKAGED FROZEN FOOD MERCHANT WHOLESALERS,2010.0,2548092.849999999
3624, CURTAIN AND LINEN MILLS,2013.0,2552195.529999999
3625," PAINT, VARNISH, AND SUPPLIES MERCHANT WHOLESALERS",2015.0,2558268.7799999993
3626, PETROCHEMICAL MANUFACTURING,2012.0,2559729.8199999947
3627, ALL OTHER AUTOMOTIVE REPAIR AND MAINTENANCE,2015.0,2562362.7700000005
3628, POWDER METALLURGY PART MANUFACTURING,2012.0,2565011.6799999997
3629, MEN'S CLOTHING STORES,2011.0,2566080.53
3630," AGENTS AND MANAGERS FOR ARTISTS, ATHLETES, ENTERTAINERS, AND OTHER PUBLIC FIGURES",2015.0,2567183.6000000006
3631," FASTENER, BUTTON, NEEDLE, AND PIN MANUFACTURING",2015.0,2569017.159999999
3632, REFRIGERATION EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS,2015.0,2570430.410000001
3633, RECREATIONAL AND VACATION CAMPS (EXCEPT CAMPGROUNDS),2016.0,2575347.13
3634, ORANGE GROVES,2011.0,2576410.31
3635, AUTOMOTIVE PARTS AND ACCESSORIES STORES,2016.0,2576725.8900000015
3636, FARM SUPPLIES MERCHANT WHOLESALERS,2012.0,2580060.9999999995
3637, ARMORED CAR SERVICES,2016.0,2583670.1000000006
3638, ART DEALERS,2010.0,2583851.8199999994
3639, INTERIOR DESIGN SERVICES,2014.0,2586109.6999999997
3640, ROOMING AND BOARDING HOUSES,2012.0,2586209.3999999994
3641, NEW HOUSING FOR-SALE BUILDERS,2013.0,2587745.48
3642, DIGITAL PRINTING,2013.0,2587882.2800000003
3643, FLUID MILK MANUFACTURING,2010.0,2588348.2300000004
3644, HOME HEALTH CARE SERVICES,2014.0,2595505.01
3645, TITLE ABSTRACT AND SETTLEMENT OFFICES,2016.0,2596414.09
3646, POULTRY AND POULTRY PRODUCT MERCHANT WHOLESALERS,2012.0,2597136.0900000003
3647, OTHER GASOLINE STATIONS,2015.0,2598277.6500000004
3648, GENERAL RENTAL CENTERS,2015.0,2606086.0599999996
3649, FINFISH FISHING,2011.0,2615197.73
3650, REUPHOLSTERY AND FURNITURE REPAIR,2015.0,2615391.079999999
3651, NONCURRENT-CARRYING WIRING DEVICE MANUFACTURING,2015.0,2615840.35
3652, SAW BLADE AND HANDSAW MANUFACTURING,2013.0,2616729.8500000006
3653, GLOVE AND MITTEN MANUFACTURING,2016.0,2618045.88
3654, FITNESS AND RECREATIONAL SPORTS CENTERS,2016.0,2622923.51
3655," REGULATION AND ADMINISTRATION OF COMMUNICATIONS, ELECTRIC, GAS, AND OTHER UTILITIES",2014.0,2623062.6500000004
3656, LESSORS OF MINIWAREHOUSES AND SELF-STORAGE UNITS,2011.0,2626040.92
3657, HOUSEHOLD APPLIANCE STORES,2013.0,2627143.149999999
3658," PHOTOGRAPHY STUDIOS, PORTRAIT",2012.0,2632676.230000001
3659, OTHER SOCIAL ADVOCACY ORGANIZATIONS,2012.0,2633300.5100000002
3660, MARINAS,2015.0,2633468.6500000004
3661, ,2010.0,2633680.8200000003
3662," NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES",2012.0,2644230.29
3663, QUICK PRINTING,2010.0,2650272.8100000005
3664, EXTERMINATING AND PEST CONTROL SERVICES,2010.0,2651284.9099999997
3665," LAMINATED PLASTICS PLATE, SHEET (EXCEPT PACKAGING), AND SHAPE MANUFACTURING",2015.0,2662324.92
3666, GENERAL AUTOMOTIVE REPAIR,2010.0,2662368.3299999987
3667," WATCH, CLOCK, AND PART MANUFACTURING",2012.0,2662368.740000002
3668, RELAY AND INDUSTRIAL CONTROL MANUFACTURING,2010.0,2667303.9299999997
3669, DIGITAL PRINTING,2010.0,2673206.4700000007
3670, SUPPORT ACTIVITIES FOR PRINTING,2015.0,2673727.45
3671, DIRECT PROPERTY AND CASUALTY INSURANCE CARRIERS,2012.0,2675038.87
3672, OTHER GROCERY AND RELATED PRODUCTS MERCHANT WHOLESALERS,2014.0,2679694.6399999997
3673, WAREHOUSE CLUBS AND SUPERCENTERS,2011.0,2679838.3000000007
3674," FASTENER, BUTTON, NEEDLE, AND PIN MANUFACTURING",2012.0,2683909.71
3675, SOLID WASTE LANDFILL,2010.0,2685019.45
3676, OTHER WASTE COLLECTION,2014.0,2685323.1599999997
3677, COPPER FOUNDRIES (EXCEPT DIE-CASTING),2012.0,2689223.0700000003
3678, WOMEN'S AND GIRLS' CUT AND SEW BLOUSE AND SHIRT MANUFACTURING,2012.0,2694662.82
3679, MEN'S AND BOYS' CUT AND SEW SHIRT (EXCEPT WORK SHIRT) MANUFACTURING,2011.0,2695639.340000001
3680, DIRECT LIFE INSURANCE CARRIERS,2016.0,2699197.9499999997
3681," METAL KITCHEN COOKWARE, UTENSIL, CUTLERY, AND FLATWARE (EXCEPT PRECIOUS) MANUFACTURING",2013.0,2704359.8200000003
3682, SANITARY PAPER PRODUCT MANUFACTURING,2014.0,2706682.4800000004
3683, OTHER SOUND RECORDING INDUSTRIES,2015.0,2723760.03
3684, MOTOR VEHICLE AIR-CONDITIONING MANUFACTURING,2011.0,2729268.17
3685, NEW MULTIFAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),2015.0,2730017.1600000006
3686, CRUSHED AND BROKEN GRANITE MINING AND QUARRYING,2012.0,2735493.4800000004
3687, SPORTS TEAMS AND CLUBS,2012.0,2737360.2400000016
3688, COMMERCIAL BANKING,2010.0,2743314.2500000005
3689, SANITARY PAPER PRODUCT MANUFACTURING,2016.0,2749578.119999999
3690, ADVERTISING MATERIAL DISTRIBUTION SERVICES,2012.0,2750957.6700000004
3691, INDUSTRIAL SUPPLIES MERCHANT WHOLESALERS,2010.0,2755142.6999999993
3692, ALL OTHER RUBBER PRODUCT MANUFACTURING,2010.0,2756152.6700000004
3693, SMALL ELECTRICAL APPLIANCE MANUFACTURING,2016.0,2757621.209999996
3694, CURTAIN AND DRAPERY MILLS,2016.0,2761341.6999999997
3695," ENVIRONMENT, CONSERVATION AND WILDLIFE ORGANIZATIONS",2014.0,2765860.6599999997
3696, OTHER COMMUNICATION AND ENERGY WIRE MANUFACTURING,2015.0,2769261.11
3697, JUNIOR COLLEGES,2013.0,2771442.8
3698, ORNAMENTAL AND ARCHITECTURAL METAL WORK MANUFACTURING,2010.0,2771885.2800000007
3699, CHICKEN EGG PRODUCTION,2010.0,2771890.6899999995
3700, LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS,2014.0,2776319.5799999996
3701, PAPER INDUSTRY MACHINERY MANUFACTURING,2011.0,2776349.4400000004
3702, TORTILLA MANUFACTURING,2011.0,2779814.3200000003
3703, OTHER CUT AND SEW APPAREL MANUFACTURING,2015.0,2781701.8
3704, OFFICES OF CHIROPRACTORS,2016.0,2784207.6399999997
3705," NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES",2011.0,2788326.870000001
3706," BOOK, PERIODICAL, AND NEWSPAPER WHOLESALERS",2015.0,2799103.9
3707, PLASTICS PACKAGING FILM AND SHEET (INCLUDING LAMINATED) MANUFACTURING,2013.0,2799460.009999999
3708, RECYCLABLE MATERIAL MERCHANT WHOLESALERS,2012.0,2804719.669999999
3709, HAND AND EDGE TOOL MANUFACTURING,2016.0,2812333.8100000024
3710, THREAD MILLS,2011.0,2818839.330000001
3711, PAPER BAG AND COATED AND TREATED PAPER MANUFACTURING,2013.0,2818900.1299999994
3712, OTHER BASIC INORGANIC CHEMICAL MANUFACTURING,2015.0,2821549.2000000007
3713, LIVESTOCK MERCHANT WHOLESALERS,2011.0,2821568.0399999996
3714, LANDSCAPE ARCHITECTURAL SERVICES,2014.0,2824599.0500000003
3715, INLAND WATER FREIGHT TRANSPORTATION,2013.0,2824754.4200000004
3716, FOOD PRODUCT MACHINERY MANUFACTURING,2016.0,2832063.6100000003
3717, ENAMELED IRON AND METAL SANITARY WARE MANUFACTURING,2012.0,2837886.0
3718, LUGGAGE AND LEATHER GOODS STORES,2011.0,2844457.4000000004
3719, TRUCK TRAILER MANUFACTURING,2014.0,2847032.7
3720," HOUSEHOLD APPLIANCES, ELECTRIC HOUSEWARES, AND CONSUMER ELECTRONICS MERCHANT WHOLESALERS",2014.0,2848797.0500000003
3721, ALUMINA REFINING,2012.0,2849806.47
3722, OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION,2010.0,2854484.73
3723, MORTGAGE AND NONMORTGAGE LOAN BROKERS,2014.0,2858841.51
3724, PRINTING AND WRITING PAPER MERCHANT WHOLESALERS,2015.0,2858912.66
3725, ADMINISTRATION OF AIR AND WATER RESOURCE AND SOLID WASTE MANAGEMENT PROGRAMS,2013.0,2860701.419999999
3726, HEALTH AND WELFARE FUNDS,2012.0,2868848.01
3727, BROILERS AND OTHER MEAT TYPE CHICKEN PRODUCTION,2015.0,2870789.0
3728, ELECTRIC HOUSEWARES AND HOUSEHOLD FAN MANUFACTURING,2011.0,2877107.61
3729, GENERAL RENTAL CENTERS,2012.0,2877196.5399999996
3730, RUBBER AND PLASTICS HOSES AND BELTING MANUFACTURING,2015.0,2878520.8799999985
3731, ASSISTED LIVING FACILITIES FOR THE ELDERLY,2012.0,2883613.14
3732, MEDIA REPRESENTATIVES,2011.0,2885703.9299999997
3733, IRON AND STEEL MILLS,2015.0,2897938.35
3734, OTHER NONHAZARDOUS WASTE TREATMENT AND DISPOSAL,2010.0,2899557.08
3735, PLASTICS BAG MANUFACTURING,2010.0,2907596.5900000036
3736," SPEED CHANGER, INDUSTRIAL HIGH-SPEED DRIVE, AND GEAR MANUFACTURING",2014.0,2909671.3800000004
3737, COSTUME JEWELRY AND NOVELTY MANUFACTURING,2012.0,2909882.38
3738, VETERINARY SERVICES,2010.0,2914080.7
3739," BOOK, PERIODICAL, AND NEWSPAPER MERCHANT WHOLESALERS",2016.0,2914579.989999999
3740, COMMUTER RAIL SYSTEMS,2010.0,2915912.0
3741, HOUSEHOLD LAUNDRY EQUIPMENT MANUFACTURING,2016.0,2917372.18
3742, OTHER SERVICES TO BUILDINGS AND DWELLINGS,2014.0,2919714.39
3743," OTHER DIRECT INSURANCE (EXCEPT LIFE, HEALTH, AND MEDICAL) CARRIERS",2015.0,2923007.6100000003
3744, HYDROELECTRIC POWER GENERATION,2013.0,2923021.1200000006
3745, MOTOR VEHICLE METAL STAMPING,2013.0,2927075.530000001
3746, COPPER FOUNDRIES (EXCEPT DIE-CASTING),2011.0,2929347.6100000003
3747, COMMUTER RAIL SYSTEMS,2012.0,2932947.1199999996
3748, OUTDOOR POWER EQUIPMENT STORES,2013.0,2936633.31
3749, SCHOOL AND EMPLOYEE BUS TRANSPORTATION,2015.0,2936762.0800000005
3750, FREESTANDING AMBULATORY SURGICAL AND EMERGENCY CENTERS,2015.0,2941175.25
3751, SEPTIC TANK AND RELATED SERVICES,2010.0,2948356.23
3752, CUTTING TOOL AND MACHINE TOOL ACCESSORY MANUFACTURING,2015.0,2948928.2099999986
3753, CERAMIC WALL AND FLOOR TILE MANUFACTURING,2011.0,2953762.8600000003
3754, USED MERCHANDISE STORES,2015.0,2968632.94
3755," BRICK, STONE, AND RELATED CONSTRUCTION MATERIAL MERCHANT WHOLESALERS",2014.0,2969590.6899999995
3756," METAL COATING, ENGRAVING (EXCEPT JEWELRY AND SILVERWARE), AND ALLIED SERVICES TO MANUFACTURERS",2014.0,2972515.4699999997
3757, RELIGIOUS ORGANIZATIONS,2010.0,2974851.0600000005
3758, TELEVISION BROADCASTING,2016.0,2975438.59
3759, ALL OTHER BASIC INORGANIC CHEMICAL MANUFACTURING,2016.0,2976159.24
3760, MINERAL WOOL MANUFACTURING,2012.0,2979545.3199999984
3761, BOAT DEALERS,2015.0,2979795.310000001
3762, INVESTMENT BANKING AND SECURITIES DEALING,2016.0,2980352.36
3763, ELEMENTARY AND SECONDARY SCHOOLS,2013.0,2988303.26
3764, OTHER NONCITRUS FRUIT FARMING,2012.0,2991784.0
3765, ELECTRONIC AUCTIONS,2015.0,2994928.85
3766, OTHER NONFERROUS FOUNDRIES (EXCEPT DIE-CASTING),2012.0,3001575.83
3767, FLAVORING SYRUP AND CONCENTRATE MANUFACTURING,2016.0,3003193.3799999994
3768, DIRECTORY AND MAILING LIST PUBLISHERS,2010.0,3006342.93
3769, DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED),2010.0,3007345.11
3770, FOREST NURSERIES AND GATHERING OF FOREST PRODUCTS,2015.0,3010995.18
3771, NONFERROUS (EXCEPT ALUMINUM) DIE-CASTING FOUNDRIES,2011.0,3011804.7299999995
3772, PIPELINE TRANSPORTATION OF NATURAL GAS,2011.0,3017659.9100000015
3773, ALL OTHER MISCELLANEOUS NONMETALLIC MINERAL PRODUCT MANUFACTURING,2016.0,3017668.3299999996
3774, ADMINISTRATION OF CONSERVATION PROGRAMS,2014.0,3017776.7399999998
3775, URETHANE AND OTHER FOAM PRODUCT (EXCEPT POLYSTYRENE) MANUFACTURING,2016.0,3018034.420000001
3776, PAINT AND COATING MANUFACTURING,2010.0,3019010.4299999815
3777, FLUID POWER PUMP AND MOTOR MANUFACTURING,2013.0,3019323.439999999
3778, HOUSEHOLD COOKING APPLIANCE MANUFACTURING,2011.0,3022043.8900000015
3779," METAL KITCHEN COOKWARE, UTENSIL, CUTLERY, AND FLATWARE (EXCEPT PRECIOUS) MANUFACTURING",2016.0,3022359.08
3780, CONSUMER ELECTRONICS AND APPLIANCES RENTAL,2015.0,3023990.6199999996
3781, RESIDENTIAL ELECTRIC LIGHTING FIXTURE MANUFACTURING,2013.0,3029778.240000001
3782, STEEL WIRE DRAWING,2015.0,3035826.85
3783, REGULATION AND ADMINISTRATION OF TRANSPORTATION PROGRAMS,2010.0,3037537.57
3784, NITROGENOUS FERTILIZER MANUFACTURING,2011.0,3043687.3
3785, SIDING CONTRACTORS,2013.0,3047136.52
3786, METAL WINDOW AND DOOR MANUFACTURING,2014.0,3052665.68
3787, ALL OTHER GENERAL MERCHANDISE STORES,2010.0,3053015.310000002
3788, ALL OTHER BASIC INORGANIC CHEMICAL MANUFACTURING,2014.0,3053020.6100000003
3789," PHOTOGRAPHY STUDIOS, PORTRAIT",2010.0,3053379.0
3790, ADMINISTRATION OF URBAN PLANNING AND COMMUNITY AND RURAL DEVELOPMENT,2012.0,3055751.48
3791, OTHER ELECTRIC POWER GENERATION,2015.0,3057247.9199999995
3792, EMPLOYMENT PLACEMENT AGENCIES,2016.0,3059019.48
3793, ALKALIES AND CHLORINE MANUFACTURING,2012.0,3059213.74
3794, OTHER MOTOR VEHICLE PARTS MANUFACTURING,2014.0,3061656.0999999996
3795, IRON AND STEEL MILLS AND FERROALLOY MANUFACTURING,2013.0,3067684.019999998
3796, ALL OTHER CONSUMER GOODS RENTAL,2013.0,3070506.5699999994
3797, INDUSTRIAL MOLD MANUFACTURING,2011.0,3071592.78
3798, BUILDING INSPECTION SERVICES,2014.0,3076327.65
3799, OTHER SUPPORT ACTIVITIES FOR WATER TRANSPORTATION,2010.0,3076871.5999999996
3800, CORRUGATED AND SOLID FIBER BOX MANUFACTURING,2010.0,3079041.059999998
3801, LOCKSMITHS,2016.0,3086152.8399999994
3802, COMMERCIAL BANKING,2013.0,3087764.67
3803," PHOTOGRAPHY STUDIOS, PORTRAIT",2011.0,3090611.67
3804, ALL OTHER MISCELLANEOUS GENERAL PURPOSE MACHINERY MANUFACTURING,2014.0,3091594.9100000006
3805, KNIT FABRIC MILLS,2015.0,3092953.9200000004
3806, FLAT GLASS MANUFACTURING,2011.0,3093083.2299999995
3807, ALL OTHER MISCELLANEOUS NONMETALLIC MINERAL PRODUCT MANUFACTURING,2013.0,3097060.7800000007
3808, OILSEED (EXCEPT SOYBEAN) FARMING,2011.0,3101615.8899999997
3809, METAL HOUSEHOLD FURNITURE MANUFACTURING,2013.0,3102766.6600000006
3810, DIRECT LIFE INSURANCE CARRIERS,2011.0,3104950.4199999995
3811, ALL OTHER MISCELLANEOUS WOOD PRODUCT MANUFACTURING,2010.0,3107283.8400000003
3812, MEN'S AND BOYS' CUT AND SEW APPAREL CONTRACTORS,2014.0,3111493.9799999995
3813, ROLLED STEEL SHAPE MANUFACTURING,2016.0,3117523.320000001
3814, SIGN MANUFACTURING,2014.0,3120963.8600000003
3815, LOCKSMITHS,2014.0,3131015.67
3816, HUNTING AND TRAPPING,2011.0,3134596.22
3817, CHARTER BUS INDUSTRY,2015.0,3139002.51
3818, JUNIOR COLLEGES,2015.0,3142453.83
3819, LESSORS OF MINIWAREHOUSES AND SELF-STORAGE UNITS,2012.0,3143058.38
3820, SNACK AND NONALCOHOLIC BEVERAGE BARS,2012.0,3147620.1
3821, PHOTOGRAPHIC EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS,2016.0,3149229.96
3822, SYNTHETIC ORGANIC DYE AND PIGMENT MANUFACTURING,2011.0,3152227.7800000003
3823, EMERGENCY AND OTHER RELIEF SERVICES,2010.0,3154578.9699999997
3824, CONSUMER ELECTRONICS REPAIR AND MAINTENANCE,2016.0,3156909.39
3825," ADMINISTRATION OF HUMAN RESOURCE PROGRAMS (EXCEPT EDUCATION, PUBLIC HEALTH, AND VETERANS' AFFAIRS PROGRAMS)",2015.0,3158982.09
3826, MOTOR VEHICLE TRANSMISSION AND POWER TRAIN PARTS MANUFACTURING,2015.0,3163584.149999999
3827, PETROCHEMICAL MANUFACTURING,2011.0,3171853.09999998
3828, WOMEN'S AND GIRLS' CUT AND SEW OTHER OUTERWEAR MANUFACTURING,2011.0,3179595.9799999995
3829, OTHER SPECTATOR SPORTS,2012.0,3181502.1099999994
3830, OTHER INSURANCE FUNDS,2012.0,3185436.74
3831, NEW MULTIFAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),2014.0,3185562.85
3832, READY-MIX CONCRETE MANUFACTURING,2016.0,3185611.43
3833, COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE WHOLESALERS,2014.0,3188650.4499999993
3834, SALES FINANCING,2011.0,3188818.29
3835, OTHER LIGHTING EQUIPMENT MANUFACTURING,2015.0,3190082.61
3836, CAMERA AND PHOTOGRAPHIC SUPPLIES STORES,2015.0,3190542.8500000006
3837, OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS),2014.0,3197272.76
3838, POURED CONCRETE FOUNDATION AND STRUCTURE CONTRACTORS,2014.0,3198024.5500000003
3839, OTHER ELECTRONIC PARTS AND EQUIPMENT MERCHANT WHOLESALERS,2014.0,3198351.3899999983
3840, POWER-DRIVEN HANDTOOL MANUFACTURING,2016.0,3198890.419999999
3841, NEWS SYNDICATES,2013.0,3201160.3800000004
3842, STATIONERY PRODUCT MANUFACTURING,2013.0,3203163.419999999
3843, AUTOMOTIVE PARTS AND ACCESSORIES STORES,2015.0,3215036.989999999
3844, PREFABRICATED WOOD BUILDING MANUFACTURING,2016.0,3216604.28
3845, HARDWOOD VENEER AND PLYWOOD MANUFACTURING,2015.0,3218348.5300000007
3846, TORTILLA MANUFACTURING,2013.0,3219827.02
3847, BLIND AND SHADE MANUFACTURING,2013.0,3220384.88
3848, SHEET METAL WORK MANUFACTURING,2013.0,3220669.1899999995
3849, CONSUMER ELECTRONICS REPAIR AND MAINTENANCE,2015.0,3224860.0099999993
3850, DIRECTORY AND MAILING LIST PUBLISHERS,2015.0,3225600.55
3851, BUSINESS ASSOCIATIONS,2016.0,3227941.6100000003
3852, DEEP SEA PASSENGER TRANSPORTATION,2010.0,3229988.0
3853, SOYBEAN AND OTHER OILSEED PROCESSING,2016.0,3230721.9399999995
3854," PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITHOUT FACILITIES",2012.0,3231062.37
3855, INDUSTRIAL NONBUILDING STRUCTURE CONSTRUCTION,2016.0,3238013.0
3856, ASPHALT SHINGLE AND COATING MATERIALS MANUFACTURING,2012.0,3239929.3699999996
3857, METAL STAMPING,2011.0,3240772.3599999994
3858, METAL SERVICE CENTERS AND OTHER METAL MERCHANT WHOLESALERS,2013.0,3248253.25
3859, ORNAMENTAL AND ARCHITECTURAL METAL WORK MANUFACTURING,2013.0,3250771.6699999995
3860," LUMBER, PLYWOOD, MILLWORK, AND WOOD PANEL MERCHANT WHOLESALERS",2013.0,3251541.3899999983
3861, POULTRY AND POULTRY PRODUCT MERCHANT WHOLESALERS,2011.0,3253394.6799999997
3862, COMMERCIAL PHOTOGRAPHY,2015.0,3254912.84
3863, ELEMENTARY AND SECONDARY SCHOOLS,2016.0,3255998.83
3864, COMMERCIAL SCREEN PRINTING,2013.0,3260922.74
3865, THREAD MILLS,2012.0,3263038.840000003
3866, OTHER CHEMICAL AND ALLIED PRODUCTS MERCHANT WHOLESALERS,2014.0,3265177.0300000003
3867, FLOUR MIXES AND DOUGH MANUFACTURING FROM PURCHASED FLOUR,2011.0,3265224.13
3868, PHOTOGRAPHIC EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS,2010.0,3266595.1800000006
3869, NEWS SYNDICATES,2011.0,3271605.56
3870, PUBLIC FINANCE ACTIVITIES,2010.0,3274182.0099999993
3871, POLISH AND OTHER SANITATION GOOD MANUFACTURING,2015.0,3274812.5699999994
3872, FRAMING CONTRACTORS,2012.0,3275331.2
3873, MEN'S AND BOYS' CLOTHING AND FURNISHINGS MERCHANT WHOLESALERS,2010.0,3275467.02
3874, TURBINE AND TURBINE GENERATOR SET UNITS MANUFACTURING,2014.0,3278391.0999999996
3875, COATED AND LAMINATED PACKAGING PAPER AND PLASTICS FILM MANUFACTURING,2015.0,3282008.62
3876, NEWSPAPER PUBLISHERS,2016.0,3282187.4899999993
3877, STEEL WIRE DRAWING,2013.0,3283357.8600000003
3878, OFFICES OF DENTISTS,2010.0,3290498.13
3879, SOLID WASTE COMBUSTORS AND INCINERATORS,2012.0,3296288.01
3880, ALL OTHER MISCELLANEOUS WOOD PRODUCT MANUFACTURING,2015.0,3297244.8500000006
3881, SEPTIC TANK AND RELATED SERVICES,2014.0,3302119.0300000003
3882, FROZEN SPECIALTY FOOD MANUFACTURING,2015.0,3308179.610000001
3883, ENVELOPE MANUFACTURING,2013.0,3309390.5500000003
3884, TOTALIZING FLUID METER AND COUNTING DEVICE MANUFACTURING,2015.0,3316120.9900000007
3885, CANVAS AND RELATED PRODUCT MILLS,2013.0,3320766.96
3886," ADMINISTRATION OF HUMAN RESOURCE PROGRAMS (EXCEPT EDUCATION, PUBLIC HEALTH, AND VETERANS' AFFAIRS PROGRAMS)",2011.0,3325960.6299999985
3887, RAILROAD ROLLING STOCK MANUFACTURING,2016.0,3330116.02
3888, FITNESS AND RECREATIONAL SPORTS CENTERS,2010.0,3337681.7999999993
3889, EXECUTIVE SEARCH SERVICES,2012.0,3339352.0
3890, OTHER CLOTHING STORES,2010.0,3341989.0499999984
3891, OTHER SOUND RECORDING INDUSTRIES,2012.0,3342192.9499999997
3892, COAL AND OTHER MINERAL AND ORE MERCHANT WHOLESALERS,2015.0,3350249.4499999997
3893, OTHER HOSIERY AND SOCK MILLS,2011.0,3352667.0799999996
3894, BROADWOVEN FABRIC FINISHING MILLS,2015.0,3354147.5000000005
3895, OPHTHALMIC GOODS MANUFACTURING,2010.0,3355183.1699999995
3896, DIRECT LIFE INSURANCE CARRIERS,2013.0,3360596.7100000014
3897, AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,2014.0,3360904.43
3898, MOTION PICTURE AND VIDEO DISTRIBUTION,2016.0,3361956.95
3899," HAT, CAP, AND MILLINERY MANUFACTURING",2013.0,3363877.6199999996
3900, COMPUTER TERMINAL MANUFACTURING,2013.0,3365562.5800000005
3901, PLASTICS BOTTLE MANUFACTURING,2011.0,3367294.299999999
3902, OTHER ELECTRONIC PARTS AND EQUIPMENT MERCHANT WHOLESALERS,2016.0,3371645.0300000003
3903," SCALE AND BALANCE MANUFACTURING (2007), SCALE AND BALANCE (EXCEPT LABORATORY) MANUFACTURING (2002)",2013.0,3374052.69
3904, MEDIA REPRESENTATIVES,2012.0,3376074.7100000004
3905, UPHOLSTERED HOUSEHOLD FURNITURE MANUFACTURING,2010.0,3377267.249999999
3906, ALL OTHER AUTOMOTIVE REPAIR AND MAINTENANCE,2016.0,3380791.1600000015
3907, FOOD PRODUCT MACHINERY MANUFACTURING,2013.0,3380822.930000001
3908, MEN'S AND BOYS' CLOTHING AND FURNISHINGS MERCHANT WHOLESALERS,2011.0,3385741.619999999
3909, HAND AND EDGE TOOL MANUFACTURING,2010.0,3391419.5200000005
3910, RADIO STATIONS,2013.0,3398836.34
3911, NATIONAL SECURITY,2010.0,3402162.45
3912, INDUSTRIAL PROCESS FURNACE AND OVEN MANUFACTURING,2016.0,3406069.940000001
3913, UPHOLSTERED HOUSEHOLD FURNITURE MANUFACTURING,2015.0,3407738.710000001
3914, NONUPHOLSTERED WOOD HOUSEHOLD FURNITURE MANUFACTURING,2014.0,3415726.2500000005
3915, INLAND WATER PASSENGER TRANSPORTATION,2011.0,3420777.15
3916," WATCH, CLOCK, AND PART MANUFACTURING",2011.0,3428418.390000001
3917, OIL AND GAS PIPELINE AND RELATED STRUCTURES CONSTRUCTION,2010.0,3430253.18
3918, OTHER GROCERY AND RELATED PRODUCTS MERCHANT WHOLESALERS,2016.0,3438217.0799999977
3919, BOAT DEALERS,2016.0,3438829.77
3920, TURBINE AND TURBINE GENERATOR SET UNITS MANUFACTURING,2010.0,3446012.4000000004
3921, OTHER TELECOMMUNICATIONS,2013.0,3447009.27
3922, REPOSSESSION SERVICES,2011.0,3456962.31
3923, PREFABRICATED WOOD BUILDING MANUFACTURING,2014.0,3461139.090000001
3924," SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",2010.0,3462956.02
3925, PETROLEUM BULK STATIONS AND TERMINALS,2010.0,3468036.9600000014
3926, OTHER SPECIALIZED DESIGN SERVICES,2016.0,3469803.04
3927, PLUMBING AND HEATING EQUIPMENT AND SUPPLIES (HYDRONICS) MERCHANT WHOLESALERS,2010.0,3472503.409999999
