,naics_code,fiscal_year,base_and_all_options_value
3753, BUSINESS ASSOCIATIONS,2016.0,3412566.6100000003
3754, NONUPHOLSTERED WOOD HOUSEHOLD FURNITURE MANUFACTURING,2014.0,3415726.2500000005
3755, UPHOLSTERED HOUSEHOLD FURNITURE MANUFACTURING,2015.0,3418134.710000001
3756," HAT, CAP, AND MILLINERY MANUFACTURING",2010.0,3423312.41
3757, FLOORING CONTRACTORS,2014.0,3430340.0599999987
3758, BOAT DEALERS,2016.0,3438829.77
3759, TURBINE AND TURBINE GENERATOR SET UNITS MANUFACTURING,2010.0,3446012.4000000004
3760, OTHER TELECOMMUNICATIONS,2013.0,3447009.27
3761, REPOSSESSION SERVICES,2011.0,3456962.31
3762, PREFABRICATED WOOD BUILDING MANUFACTURING,2014.0,3461139.090000001
3763, VETERINARY SERVICES,2010.0,3467050.6999999997
3764, OTHER AUTOMOTIVE MECHANICAL AND ELECTRICAL REPAIR AND MAINTENANCE,2010.0,3474292.839999998
3765, PLUMBING AND HEATING EQUIPMENT AND SUPPLIES (HYDRONICS) MERCHANT WHOLESALERS,2010.0,3475312.869999999
3766, OTHER COMMUNICATION AND ENERGY WIRE MANUFACTURING,2015.0,3477976.11
3767, DENTAL EQUIPMENT AND SUPPLIES MANUFACTURING,2014.0,3479740.09
3768, OFFICES OF NOTARIES,2015.0,3484550.0
3769, SOFTWARE REPRODUCING,2014.0,3487440.54
3770," AGENTS AND MANAGERS FOR ARTISTS, ATHLETES, ENTERTAINERS, AND OTHER PUBLIC FIGURES",2012.0,3491835.3000000003
3771, EMPLOYMENT PLACEMENT AGENCIES,2010.0,3500000.0
3772, NEW HOUSING FOR-SALE BUILDERS,2016.0,3500000.0
3773, FARM AND GARDEN MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,2010.0,3501584.18
3774, ALL OTHER MISCELLANEOUS WOOD PRODUCT MANUFACTURING,2015.0,3501784.8500000006
3775, AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,2010.0,3505900.9
3776, RESIDENTIAL MENTAL HEALTH AND SUBSTANCE ABUSE FACILITIES,2014.0,3508085.7
3777, ELECTRONIC SHOPPING,2012.0,3515574.2399999998
3778, NEWS SYNDICATES,2013.0,3516505.3800000004
3779, ALL OTHER SUPPORT ACTIVITIES FOR TRANSPORTATION,2010.0,3517415.1800000006
3780, SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING,2014.0,3519348.3299999996
3781, SEPTIC TANK AND RELATED SERVICES,2010.0,3520946.3899999997
3782, PETROCHEMICAL MANUFACTURING,2012.0,3521258.420000004
3783, ALL OTHER MISCELLANEOUS CROP FARMING,2016.0,3526324.06
3784, FOOD PRODUCT MACHINERY MANUFACTURING,2013.0,3530822.9300000016
3785, ORNAMENTAL AND ARCHITECTURAL METAL WORK MANUFACTURING,2013.0,3533092.67
3786," SHOWCASE, PARTITION, SHELVING, AND LOCKER MANUFACTURING",2010.0,3537929.6699999985
3787, AUTOMATIC VENDING MACHINE MANUFACTURING,2011.0,3539564.23
3788," GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS THAN TRUCKLOAD",2016.0,3546858.3200000003
3789, DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED),2010.0,3549206.59
3790, METAL TANK (HEAVY GAUGE) MANUFACTURING,2015.0,3549336.7100000004
3791, MUSICAL INSTRUMENT AND SUPPLIES STORES,2012.0,3549913.3000000003
3792, CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,2014.0,3556449.7200000007
3793, ARTIFICIAL AND SYNTHETIC FIBERS AND FILAMENTS MANUFACTURING,2015.0,3557184.0
3794, RECYCLABLE MATERIAL MERCHANT WHOLESALERS,2012.0,3557863.669999999
3795, PHOTOGRAPHIC EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS,2015.0,3557972.229999997
3796, DAIRY PRODUCT (EXCEPT DRIED OR CANNED) MERCHANT WHOLESALERS,2015.0,3558422.3200000003
3797, CHILD DAY CARE SERVICES,2016.0,3560796.5
3798, CATERERS,2010.0,3566641.3099999996
3799, COATED AND LAMINATED PAPER MANUFACTURING,2010.0,3570506.380000001
3800, AIR TRAFFIC CONTROL,2013.0,3572907.4800000004
3801, HOUSEHOLD APPLIANCE STORES,2015.0,3575335.97
3802, METAL STAMPING,2011.0,3575419.0599999996
3803, WOOD CONTAINER AND PALLET MANUFACTURING,2015.0,3577740.93
3804, TEXTILE AND FABRIC FINISHING (EXCEPT BROADWOVEN FABRIC) MILLS,2010.0,3580301.6
3805, INLAND WATER PASSENGER TRANSPORTATION,2014.0,3581071.5
3806, ALL OTHER CONSUMER GOODS RENTAL,2016.0,3594755.7100000004
3807, MEDIA REPRESENTATIVES,2016.0,3596284.1200000006
3808, WAREHOUSE CLUBS AND SUPERCENTERS,2012.0,3601927.6399999997
3809, NATURAL GAS LIQUID EXTRACTION,2012.0,3601997.3800000004
3810," CAFETERIAS, GRILL BUFFETS, AND BUFFETS",2014.0,3602015.3
3811, ASSISTED LIVING FACILITIES FOR THE ELDERLY,2013.0,3602043.98
3812," FINANCIAL TRANSACTIONS PROCESSING, RESERVE, AND CLEARINGHOUSE ACTIVITIES",2014.0,3606250.9
3813, SPORTING AND ATHLETIC GOODS MANUFACTURING,2014.0,3608086.570000001
3814, ALL OTHER GENERAL MERCHANDISE STORES,2015.0,3612172.5800000005
3815, STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,2014.0,3612542.6699999985
3816, BLOOD AND ORGAN BANKS,2014.0,3614886.92
3817, FERTILIZER (MIXING ONLY) MANUFACTURING,2015.0,3615226.84
3818, MATTRESS MANUFACTURING,2010.0,3620251.3500000015
3819, NARROW FABRIC MILLS AND SCHIFFLI MACHINE EMBROIDERY,2016.0,3620300.07
3820, LAWN AND GARDEN TRACTOR AND HOME LAWN AND GARDEN EQUIPMENT MANUFACTURING,2015.0,3622450.249999999
3821, CANVAS AND RELATED PRODUCT MILLS,2014.0,3624559.9299999997
3822, NARROW FABRIC MILLS AND SCHIFFLI MACHINE EMBROIDERY,2015.0,3645478.0700000003
3823, MEN'S AND BOYS' CLOTHING AND FURNISHINGS MERCHANT WHOLESALERS,2011.0,3652064.119999999
3824," MOTORCYCLE, BICYCLE, AND PARTS MANUFACTURING",2015.0,3653523.170000001
3825, ADMINISTRATION OF HOUSING PROGRAMS,2012.0,3655169.0700000008
3826, OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING,2014.0,3660156.51
3827, PRINTING AND WRITING PAPER MERCHANT WHOLESALERS,2010.0,3664221.4099999997
3828, FREESTANDING AMBULATORY SURGICAL AND EMERGENCY CENTERS,2013.0,3673803.1799999997
3829," OTHER SIMILAR ORGANIZATIONS (EXCEPT BUSINESS, PROFESSIONAL, LABOR, AND POLITICAL ORGANIZATIONS)",2011.0,3676951.84
3830, NITROGENOUS FERTILIZER MANUFACTURING,2012.0,3688328.33
3831, POWER BOILER AND HEAT EXCHANGER MANUFACTURING,2015.0,3693422.7
3832, DRYWALL AND INSULATION CONTRACTORS,2010.0,3698135.270000001
3833, SEMICONDUCTOR MACHINERY MANUFACTURING,2010.0,3699651.5200000005
3834, OTHER NONCITRUS FRUIT FARMING,2011.0,3706866.31
3835, FLOUR MIXES AND DOUGH MANUFACTURING FROM PURCHASED FLOUR,2011.0,3714530.08
3836, ADMINISTRATION OF EDUCATION PROGRAMS,2014.0,3725229.4899999998
3837, PESTICIDE AND OTHER AGRICULTURAL CHEMICAL MANUFACTURING,2014.0,3726332.55
3838, ALL OTHER MISCELLANEOUS NONMETALLIC MINERAL PRODUCT MANUFACTURING,2015.0,3728055.769999999
3839, NATURE PARKS AND OTHER SIMILAR INSTITUTIONS,2016.0,3728729.64
3840, GOAT FARMING,2012.0,3742229.7
3841, HOUSEHOLD VACUUM CLEANER MANUFACTURING,2011.0,3746325.369999997
3842, POLISH AND OTHER SANITATION GOOD MANUFACTURING,2015.0,3750751.27
3843, FROZEN SPECIALTY FOOD MANUFACTURING,2013.0,3755542.4099999997
3844," BOOK, PERIODICAL, AND NEWSPAPER WHOLESALERS",2010.0,3760139.2299999995
3845," REGULATION, LICENSING, AND INSPECTION OF MISCELLANEOUS COMMERCIAL SECTORS",2016.0,3765001.4499999997
3846, OTHER COMMERCIAL EQUIPMENT MERCHANT WHOLESALERS,2016.0,3765257.609999999
3847, OTHER MISCELLANEOUS NONDURABLE GOODS MERCHANT WHOLESALERS,2013.0,3765869.009999999
3848," BROOM, BRUSH, AND MOP MANUFACTURING",2010.0,3777399.43
3849, CELLULAR AND OTHER WIRELESS TELECOMMUNICATIONS,2013.0,3786647.64
3850, WHOLESALE TRADE AGENTS AND BROKERS,2010.0,3788440.4599999986
3851, SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES,2016.0,3790163.0600000005
3852, PLASTICS PACKAGING FILM AND SHEET (INCLUDING LAMINATED) MANUFACTURING,2016.0,3793409.86
3853, DRYWALL AND INSULATION CONTRACTORS,2016.0,3793985.7800000003
3854, CIVIC AND SOCIAL ORGANIZATIONS,2012.0,3803367.5100000002
3855, ALL OTHER TRAVELER ACCOMMODATION,2011.0,3812526.03
3856, MEASURING AND DISPENSING PUMP MANUFACTURING,2013.0,3814873.14
3857, CURRENT-CARRYING WIRING DEVICE MANUFACTURING,2014.0,3816680.7399999998
3858, OTHER COMMERCIAL EQUIPMENT MERCHANT WHOLESALERS,2010.0,3822773.639999999
3859, FINFISH FARMING AND FISH HATCHERIES,2015.0,3825959.33
3860, DEEP SEA PASSENGER TRANSPORTATION,2015.0,3830759.15
3861," BROOM, BRUSH, AND MOP MANUFACTURING",2016.0,3835867.149999999
3862, VEHICULAR LIGHTING EQUIPMENT MANUFACTURING,2013.0,3837917.61
3863, MEDICINAL AND BOTANICAL MANUFACTURING,2010.0,3838411.56
3864, MOTION PICTURE AND VIDEO DISTRIBUTION,2016.0,3839956.95
3865," GENERAL FREIGHT TRUCKING, LOCAL",2015.0,3849595.8000000003
3866, MANIFOLD BUSINESS FORMS PRINTING,2010.0,3852611.85
3867, LAND SUBDIVISION,2014.0,3856065.34
3868, TITLE ABSTRACT AND SETTLEMENT OFFICES,2010.0,3858524.8199999994
3869, FREIGHT TRANSPORTATION ARRANGEMENT,2014.0,3859991.4900000007
3870," SCENIC AND SIGHTSEEING TRANSPORTATION, WATER",2013.0,3860935.61
3871, GLASS AND GLAZING CONTRACTORS,2013.0,3862841.789999999
3872, HISTORICAL SITES,2012.0,3869075.6500000004
3873, UNLAMINATED PLASTICS PROFILE SHAPE MANUFACTURING,2014.0,3869517.9
3874, FLUID POWER VALVE AND HOSE FITTING MANUFACTURING,2015.0,3871505.0700000008
3875, RELIGIOUS ORGANIZATIONS,2010.0,3871670.6600000006
3876, PETROLEUM LUBRICATING OIL AND GREASE MANUFACTURING,2015.0,3876906.56
3877," LAMINATED PLASTICS PLATE, SHEET (EXCEPT PACKAGING), AND SHAPE MANUFACTURING",2015.0,3877856.9200000004
3878, RESIDENTIAL REMODELERS,2014.0,3891154.5800000005
3879, OPHTHALMIC GOODS MANUFACTURING,2010.0,3891251.6700000004
3880," RADIO, TELEVISION, AND OTHER ELECTRONICS STORES",2010.0,3896964.3599999985
3881, PLASTICS PACKAGING FILM AND SHEET (INCLUDING LAMINATED) MANUFACTURING,2013.0,3899460.009999999
3882, TEXTILE BAG AND CANVAS MILLS,2014.0,3899778.45
3883, JUNIOR COLLEGES,2013.0,3900694.2699999996
3884, WOMEN'S AND GIRLS' CUT AND SEW BLOUSE AND SHIRT MANUFACTURING,2012.0,3901854.0999999996
3885, ADMINISTRATION OF CONSERVATION PROGRAMS,2016.0,3911436.2600000002
3886, OTHER FOOTWEAR MANUFACTURING,2012.0,3914441.1399999997
3887, INLAND WATER PASSENGER TRANSPORTATION,2012.0,3923963.6199999996
3888," FASTENER, BUTTON, NEEDLE, AND PIN MANUFACTURING",2012.0,3929918.53
3889, DIRECTORY AND MAILING LIST PUBLISHERS,2013.0,3930633.31
3890, MUSEUMS,2010.0,3937842.32
3891, POLISH AND OTHER SANITATION GOOD MANUFACTURING,2010.0,3946580.0500000017
3892, MACHINE TOOL (METAL FORMING TYPES) MANUFACTURING,2010.0,3948489.02
3893, CHILD AND YOUTH SERVICES,2016.0,3950705.91
3894, INTERNATIONAL AFFAIRS,2014.0,3958180.69
3895, FOOTWEAR MANUFACTURING,2013.0,3965936.2
3896, INTERURBAN AND RURAL BUS TRANSPORTATION,2012.0,3967689.9300000006
3897, HOUSEHOLD COOKING APPLIANCE MANUFACTURING,2012.0,3972875.4000000027
3898, GRAIN AND FIELD BEAN MERCHANT WHOLESALERS,2015.0,3977528.58
3899, ELEVATOR AND MOVING STAIRWAY MANUFACTURING,2016.0,3981297.279999999
3900, OFFICES OF PODIATRISTS,2011.0,3982251.4899999998
3901, ,2010.0,3983934.360000001
3902, OTHER ENGINE EQUIPMENT MANUFACTURING,2014.0,3997259.620000001
3903, SPACE RESEARCH AND TECHNOLOGY,2013.0,4001449.78
3904, SPORTING GOODS STORES,2010.0,4013308.0800000005
3905, DRYWALL AND INSULATION CONTRACTORS,2013.0,4013654.8700000006
3906," ENVIRONMENT, CONSERVATION AND WILDLIFE ORGANIZATIONS",2013.0,4014304.31
3907, ASPHALT SHINGLE AND COATING MATERIALS MANUFACTURING,2013.0,4020922.6999999997
3908, OTHER AUTOMOTIVE MECHANICAL AND ELECTRICAL REPAIR AND MAINTENANCE,2015.0,4021500.429999999
3909, ALL OTHER BASIC INORGANIC CHEMICAL MANUFACTURING,2016.0,4026889.96
3910," FASTENER, BUTTON, NEEDLE, AND PIN MANUFACTURING",2013.0,4031540.06
3911, NONCELLULOSIC ORGANIC FIBER MANUFACTURING,2011.0,4032517.739999999
3912, JUNIOR COLLEGES,2016.0,4032971.2400000007
3913, TEXTILE AND FABRIC FINISHING (EXCEPT BROADWOVEN FABRIC) MILLS,2016.0,4037578.29
3914," COPPER ROLLING, DRAWING, EXTRUDING, AND ALLOYING",2016.0,4042920.619999999
3915, MOTOR AND GENERATOR MANUFACTURING,2014.0,4044880.2499999995
3916, FLUID POWER CYLINDER AND ACTUATOR MANUFACTURING,2013.0,4045212.0399999996
3917, FINISH CARPENTRY CONTRACTORS,2016.0,4045521.8400000003
3918, CUT STONE AND STONE PRODUCT MANUFACTURING,2016.0,4051607.88
3919, COMMERCIAL SCREEN PRINTING,2016.0,4059283.65
3920, ALL OTHER PERSONAL SERVICES,2010.0,4062893.749999999
3921, ELECTRONIC SHOPPING,2010.0,4063640.46
3922, CUSTOM COMPOUNDING OF PURCHASED RESINS,2011.0,4064075.1
3923," FIBER CAN, TUBE, DRUM, AND SIMILAR PRODUCTS MANUFACTURING",2012.0,4067385.9500000034
3924, MISCELLANEOUS INTERMEDIATION,2016.0,4072792.720000002
3925, THIRD PARTY ADMINISTRATION OF INSURANCE AND PENSION FUNDS,2010.0,4072854.54
3926, SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,2014.0,4088737.21
3927, CARPET AND UPHOLSTERY CLEANING SERVICES,2010.0,4097673.069999999
3928, NONWOVEN FABRIC MILLS,2015.0,4124822.5199999996
3929, INDUSTRIAL SUPPLIES MERCHANT WHOLESALERS,2016.0,4125253.199999999
3930, LOCKSMITHS,2013.0,4138758.1200000015
3931," PRERECORDED COMPACT DISC (EXCEPT SOFTWARE), TAPE, AND RECORD REPRODUCING",2010.0,4145910.51
3932, OFFICES OF OPTOMETRISTS,2010.0,4146650.82
3933, PRECISION TURNED PRODUCT MANUFACTURING,2013.0,4148327.0500000007
3934, BITUMINOUS COAL AND LIGNITE SURFACE MINING,2011.0,4151250.0
3935, ADMINISTRATION OF CONSERVATION PROGRAMS,2010.0,4151926.27
3936, SUPPORT ACTIVITIES FOR COAL MINING,2011.0,4153190.8
3937, SCHOOL AND EMPLOYEE BUS TRANSPORTATION,2015.0,4164915.559999999
3938, PETROLEUM BULK STATIONS AND TERMINALS,2014.0,4165814.209999999
3939, ADMINISTRATION OF GENERAL ECONOMIC PROGRAMS,2013.0,4171162.4099999997
3940, PLUMBING FIXTURE FITTING AND TRIM MANUFACTURING,2015.0,4171894.1800000006
3941, WAREHOUSE CLUBS AND SUPERCENTERS,2013.0,4181055.9499999997
3942, MEAT PROCESSED FROM CARCASSES,2013.0,4182473.4100000015
3943, OTHER SOCIAL ADVOCACY ORGANIZATIONS,2012.0,4189738.47
3944, PRINTED CIRCUIT ASSEMBLY (ELECTRONIC ASSEMBLY) MANUFACTURING,2014.0,4190001.9300000006
3945, KIDNEY DIALYSIS CENTERS,2014.0,4191554.41
3946," GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS THAN TRUCKLOAD",2013.0,4195426.940000003
3947, OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,2010.0,4196071.910000001
3948, LIQUEFIED PETROLEUM GAS (BOTTLED GAS) DEALERS,2010.0,4201457.969999999
3949, ELECTRIC LAMP BULB AND PART MANUFACTURING,2015.0,4207788.009999999
3950, STEEL WIRE DRAWING,2016.0,4208375.73
3951, PACKAGING MACHINERY MANUFACTURING,2010.0,4209956.81
3952, TELECOMMUNICATIONS RESELLERS,2013.0,4215229.56
3953, DATA PROCESSING SERVICES,2013.0,4215615.51
3954," GENERAL FREIGHT TRUCKING, LOCAL",2010.0,4217517.350000001
3955, FARM AND GARDEN MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,2011.0,4219763.67
3956, DIRECT LIFE INSURANCE CARRIERS,2012.0,4230449.8500000015
3957, BOAT BUILDING,2010.0,4233187.6800000025
3958, ORNAMENTAL AND ARCHITECTURAL METAL WORK MANUFACTURING,2016.0,4240142.600000001
3959, ARMORED CAR SERVICES,2015.0,4241307.18
3960, DRAFTING SERVICES,2012.0,4246325.680000001
3961," METAL COATING, ENGRAVING (EXCEPT JEWELRY AND SILVERWARE), AND ALLIED SERVICES TO MANUFACTURERS",2010.0,4247738.989999999
3962, MOTOR VEHICLE STEERING AND SUSPENSION COMPONENTS (EXCEPT SPRING) MANUFACTURING,2014.0,4248700.970000001
3963, HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MANUFACTURING,2010.0,4252931.18
3964, PLUMBING AND HEATING EQUIPMENT AND SUPPLIES (HYDRONICS) MERCHANT WHOLESALERS,2016.0,4267854.549999999
3965, PRINTING MACHINERY AND EQUIPMENT MANUFACTURING,2013.0,4270348.920000001
3966, CLOTHING ACCESSORIES STORES,2015.0,4271052.460000003
3967," GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",2015.0,4271656.540000001
3968, ROLLED STEEL SHAPE MANUFACTURING,2013.0,4271693.11
3969, ALL OTHER AUTOMOTIVE REPAIR AND MAINTENANCE,2016.0,4277095.050000003
3970, AIR PURIFICATION EQUIPMENT MANUFACTURING,2016.0,4285834.469999999
3971, DAIRY CATTLE AND MILK PRODUCTION,2012.0,4289907.060000003
3972, APPLIANCE REPAIR AND MAINTENANCE,2015.0,4294127.829999998
3973, SOAP AND OTHER DETERGENT MANUFACTURING,2010.0,4300457.889999999
3974, INLAND WATER PASSENGER TRANSPORTATION,2011.0,4303864.199999999
3975, DIE-CUT PAPER AND PAPERBOARD OFFICE SUPPLIES MANUFACTURING,2013.0,4307328.959999999
3976, SERVICE ESTABLISHMENT EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS,2014.0,4313046.17
3977, NEWS SYNDICATES,2016.0,4318033.8
3978, PET CARE (EXCEPT VETERINARY) SERVICES,2015.0,4318609.44
3979, DAIRY CATTLE AND MILK PRODUCTION,2015.0,4322078.609999998
3980, RV (RECREATIONAL VEHICLE) PARKS AND CAMPGROUNDS,2016.0,4324524.76
3981, GENERAL RENTAL CENTERS,2011.0,4324897.4399999995
3982, NONCHOCOLATE CONFECTIONERY MANUFACTURING,2015.0,4325976.03
3983, CARPET AND UPHOLSTERY CLEANING SERVICES,2013.0,4326035.929999998
3984, ALL OTHER MISCELLANEOUS WASTE MANAGEMENT SERVICES,2010.0,4333545.890000001
3985," MOTORCYCLE, ATV, AND ALL OTHER MOTOR VEHICLE DEALERS",2016.0,4334692.01
3986, HOME FURNISHING MERCHANT WHOLESALERS,2013.0,4341720.590000002
3987, SYNTHETIC RUBBER MANUFACTURING,2011.0,4347634.09
3988, MOTOR VEHICLE SEATING AND INTERIOR TRIM MANUFACTURING,2013.0,4348362.630000001
3989, FARM AND GARDEN MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,2012.0,4355079.489999999
3990, SOLAR ELECTRIC POWER GENERATION,2015.0,4356655.4799999995
3991, CHARTER BUS INDUSTRY,2015.0,4358556.909999999
3992, WARM AIR HEATING AND AIR-CONDITIONING EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS,2013.0,4376246.3
3993, CARPET AND UPHOLSTERY CLEANING SERVICES,2015.0,4377032.02
3994," METAL COATING, ENGRAVING (EXCEPT JEWELRY AND SILVERWARE), AND ALLIED SERVICES TO MANUFACTURERS",2014.0,4377299.4
3995, OTHER INSURANCE FUNDS,2011.0,4383148.620000001
3996, STATIONERY AND OFFICE SUPPLIES WHOLESALERS,2012.0,4388044.459999997
3997, NATURAL GAS LIQUID EXTRACTION,2013.0,4389465.25
3998, FOREST NURSERIES AND GATHERING OF FOREST PRODUCTS,2014.0,4390012.099999999
3999, FOOD PRODUCT MACHINERY MANUFACTURING,2016.0,4390752.410000004
4000, OTHER GROCERY AND RELATED PRODUCTS MERCHANT WHOLESALERS,2015.0,4397555.79
4001, RECREATIONAL AND VACATION CAMPS (EXCEPT CAMPGROUNDS),2012.0,4402436.08
4002," GIFT, NOVELTY, AND SOUVENIR STORES",2011.0,4411736.960000002
4003, PRIMARY ALUMINUM PRODUCTION,2012.0,4420993.19
4004," SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",2014.0,4422562.499999999
4005, MACHINE TOOL (METAL CUTTING TYPES) MANUFACTURING,2010.0,4431132.81
4006, STEEL WIRE DRAWING,2013.0,4433909.559999998
4007, ELECTRONICS STORES,2014.0,4435319.980000002
4008, OTHER WASTE COLLECTION,2016.0,4436314.5600000005
4009, PUMP AND PUMPING EQUIPMENT MANUFACTURING,2014.0,4436802.320000001
4010, FOREST NURSERIES AND GATHERING OF FOREST PRODUCTS,2011.0,4438020.75
4011, PLASTICS MATERIALS AND BASIC FORMS AND SHAPES MERCHANT WHOLESALERS,2013.0,4455777.319999999
4012, HOUSEHOLD REFRIGERATOR AND HOME FREEZER MANUFACTURING,2016.0,4471246.32
4013, SUPPORT ACTIVITIES FOR PRINTING,2013.0,4473761.889999999
4014, SOLID WASTE LANDFILL,2015.0,4477676.1
4015," REGULATION, LICENSING, AND INSPECTION OF MISCELLANEOUS COMMERCIAL SECTORS",2015.0,4482415.6
4016, ALL OTHER GENERAL MERCHANDISE STORES,2012.0,4484163.620000003
4017, PAYROLL SERVICES,2010.0,4486948.34
4018, CONSTRUCTION AND MINING (EXCEPT OIL WELL) MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,2014.0,4487942.59
4019, JEWELRY AND SILVERWARE MANUFACTURING,2016.0,4489163.99
4020, ELECTRONICS STORES,2015.0,4490579.459999999
4021, ELECTRONIC AUCTIONS,2013.0,4491066.3
4022, OILSEED (EXCEPT SOYBEAN) FARMING,2012.0,4495575.27
4023, CIVIC AND SOCIAL ORGANIZATIONS,2013.0,4507176.37
4024, OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING,2010.0,4507351.43
4025, RESILIENT FLOOR COVERING MANUFACTURING,2012.0,4507723.880000001
4026, IRON AND STEEL MILLS,2013.0,4514254.91
4027, INTERIOR DESIGN SERVICES,2016.0,4515719.85
4028, FLOUR MIXES AND DOUGH MANUFACTURING FROM PURCHASED FLOUR,2010.0,4525581.9
4029, PLASTICS PLUMBING FIXTURE MANUFACTURING,2012.0,4529188.009999999
4030, PLASTICS PACKAGING FILM AND SHEET (INCLUDING LAMINATED) MANUFACTURING,2011.0,4536708.389999995
4031, OTHER WASTE COLLECTION,2010.0,4548632.66
4032, COMMERCIAL PRINTING (EXCEPT SCREEN AND BOOKS),2012.0,4548686.680000001
4033," OTHER JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES",2010.0,4553413.230000002
4034, LAWN AND GARDEN TRACTOR AND HOME LAWN AND GARDEN EQUIPMENT MANUFACTURING,2013.0,4553627.699999999
4035, OTHER GASOLINE STATIONS,2011.0,4558257.98
4036, SOLID WASTE LANDFILL,2013.0,4560891.270000001
4037, ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,2016.0,4563415.470000001
4038, NUCLEAR ELECTRIC POWER GENERATION,2013.0,4568778.4399999995
4039, CONCRETE BLOCK AND BRICK MANUFACTURING,2011.0,4569608.6
4040, FOREST NURSERIES AND GATHERING OF FOREST PRODUCTS,2015.0,4569868.180000001
4041, OTHER BUILDING MATERIAL DEALERS,2015.0,4572897.399999998
4042, OTHER METAL CONTAINER MANUFACTURING,2010.0,4589011.68
4043, PAYROLL SERVICES,2014.0,4589274.16
4044, OTHER SPECTATOR SPORTS,2012.0,4592598.51
4045, TAX PREPARATION SERVICES,2015.0,4598061.11
4046, CLAY AND CERAMIC AND REFRACTORY MINERALS MINING,2012.0,4601349.710000001
4047, PLUMBING FIXTURE FITTING AND TRIM MANUFACTURING,2016.0,4601614.459999993
4048," ROPE, CORDAGE, TWINE, TIRE CORD, AND TIRE FABRIC MILLS",2013.0,4614413.96
4049, FOLDING PAPERBOARD BOX MANUFACTURING,2016.0,4620156.56
4050, ELECTRONIC AUCTIONS,2012.0,4620776.1899999995
4051, KNIT FABRIC MILLS,2013.0,4623693.55
4052, OTHER DIRECT SELLING ESTABLISHMENTS,2012.0,4628307.42
4053, ALL OTHER MISCELLANEOUS CHEMICAL PRODUCT AND PREPARATION MANUFACTURING,2014.0,4635981.15
4054, CHARTER BUS INDUSTRY,2016.0,4637490.76
4055, MOTORCYCLE DEALERS,2010.0,4643291.270000001
4056, METAL WINDOW AND DOOR MANUFACTURING,2016.0,4648345.42
4057," GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",2013.0,4653409.8500000015
4058, CONSTRUCTION AND MINING (EXCEPT OIL WELL) MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,2010.0,4654789.339999999
4059, TEXTILE MACHINERY MANUFACTURING,2011.0,4670876.680000001
4060, TAXI SERVICE,2015.0,4683599.180000001
4061, CURTAIN AND LINEN MILLS,2016.0,4708766.940000001
4062, NONRESIDENTIAL PROPERTY MANAGERS,2013.0,4712687.770000001
4063, ADMINISTRATION OF AIR AND WATER RESOURCE AND SOLID WASTE MANAGEMENT PROGRAMS,2016.0,4713375.069999998
4064, OFFICES OF DENTISTS,2010.0,4722137.37
4065," OTHER ALUMINUM ROLLING, DRAWING, AND EXTRUDING",2016.0,4736453.630000003
4066," BOOK, PERIODICAL, AND NEWSPAPER WHOLESALERS",2013.0,4742216.99
4067, FLIGHT TRAINING,2010.0,4743856.37
4068," SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",2010.0,4747735.180000001
4069, ALL OTHER GENERAL MERCHANDISE STORES,2016.0,4747751.180000001
4070, ALL OTHER MISCELLANEOUS CROP FARMING,2010.0,4749011.7700000005
4071," HOUSEHOLD APPLIANCES, ELECTRIC HOUSEWARES, AND CONSUMER ELECTRONICS MERCHANT WHOLESALERS",2010.0,4749579.4399999995
4072, OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,2010.0,4749797.710000001
4073, MISCELLANEOUS INTERMEDIATION,2010.0,4750273.370000001
