,naics_code,fiscal_year,base_and_all_options_value
347, OTHER ELECTRONIC PARTS AND EQUIPMENT WHOLESALERS,2000,0.0
348, OTHER ELECTRONIC PARTS AND EQUIPMENT WHOLESALERS,2008,0.0
349, HARDWARE WHOLESALERS,2000,0.0
350, HARDWARE WHOLESALERS,2002,0.0
351, PLUMBING AND HEATING EQUIPMENT AND SUPPLIES (HYDRONICS) WHOLESALERS,2001,0.0
352, PLUMBING AND HEATING EQUIPMENT AND SUPPLIES (HYDRONICS) WHOLESALERS,2006,0.0
353, WARM AIR HEATING AND AIR-CONDITIONING EQUIPMENT AND SUPPLIES WHOLESALERS,2001,0.0
354, REFRIGERATION EQUIPMENT AND SUPPLIES WHOLESALERS,2000,0.0
355, REFRIGERATION EQUIPMENT AND SUPPLIES WHOLESALERS,2002,0.0
356, METAL SERVICE CENTERS AND OFFICES,2000,0.0
357, METAL SERVICE CENTERS AND OFFICES,2001,0.0
358, OTHER PROFESSIONAL EQUIPMENT AND SUPPLIES WHOLESALERS,2008,0.0
359, OTHER PROFESSIONAL EQUIPMENT AND SUPPLIES WHOLESALERS,2001,0.0
360," LUMBER, PLYWOOD, MILLWORK, AND WOOD PANEL WHOLESALERS",2003,0.0
361," BRICK, STONE, AND RELATED CONSTRUCTION MATERIAL WHOLESALERS",2000,0.0
362," BRICK, STONE, AND RELATED CONSTRUCTION MATERIAL WHOLESALERS",2001,0.0
363," BRICK, STONE, AND RELATED CONSTRUCTION MATERIAL WHOLESALERS",2003,0.0
364," BRICK, STONE, AND RELATED CONSTRUCTION MATERIAL WHOLESALERS",2005,0.0
365," BRICK, STONE, AND RELATED CONSTRUCTION MATERIAL WHOLESALERS",2006,0.0
366," BRICK, STONE, AND RELATED CONSTRUCTION MATERIAL WHOLESALERS",2009,0.0
367," ROOFING, SIDING, AND INSULATION MATERIAL WHOLESALERS",2001,0.0
368," ROOFING, SIDING, AND INSULATION MATERIAL WHOLESALERS",2002,0.0
369," ROOFING, SIDING, AND INSULATION MATERIAL WHOLESALERS",2003,0.0
370, OTHER CONSTRUCTION MATERIAL WHOLESALERS,2001,0.0
371, CONSTRUCTION AND MINING (EXCEPT OIL WELL) MACHINERY AND EQUIPMENT WHOLESALERS,2000,0.0
372, OTHER CONSTRUCTION MATERIAL WHOLESALERS,2001,0.0
373, PHOTOGRAPHIC EQUIPMENT AND SUPPLIES WHOLESALERS,2000,0.0
374, PHOTOGRAPHIC EQUIPMENT AND SUPPLIES WHOLESALERS,2001,0.0
375, PHOTOGRAPHIC EQUIPMENT AND SUPPLIES WHOLESALERS,2008,0.0
376, OFFICE EQUIPMENT WHOLESALERS,2001,0.0
377, OFFICE EQUIPMENT WHOLESALERS,2003,0.0
378, COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE WHOLESALERS,2001,0.0
379, COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE WHOLESALERS,2004,0.0
380, OTHER COMMERCIAL EQUIPMENT WHOLESALERS,2002,0.0
381, OPHTHALMIC GOODS WHOLESALERS,2001,0.0
382, OTHER PROFESSIONAL EQUIPMENT AND SUPPLIES WHOLESALERS,2001,0.0
383, OTHER PROFESSIONAL EQUIPMENT AND SUPPLIES WHOLESALERS,2000,0.0
384, OTHER CONSTRUCTION MATERIAL WHOLESALERS,2003,0.0
385, CONSTRUCTION AND MINING (EXCEPT OIL WELL) MACHINERY AND EQUIPMENT WHOLESALERS,2001,0.0
386, CONSTRUCTION AND MINING (EXCEPT OIL WELL) MACHINERY AND EQUIPMENT WHOLESALERS,2002,0.0
387, CONSTRUCTION AND MINING (EXCEPT OIL WELL) MACHINERY AND EQUIPMENT WHOLESALERS,2008,0.0
388, PRINTING AND WRITING PAPER WHOLESALERS,2002,0.0
389, PRINTING AND WRITING PAPER WHOLESALERS,2006,0.0
390, PRINTING AND WRITING PAPER WHOLESALERS,2007,0.0
391, INDUSTRIAL AND PERSONAL SERVICE PAPER WHOLESALERS,2000,0.0
392, INDUSTRIAL AND PERSONAL SERVICE PAPER WHOLESALERS,2001,0.0
393, INDUSTRIAL AND PERSONAL SERVICE PAPER WHOLESALERS,2002,0.0
394, INDUSTRIAL AND PERSONAL SERVICE PAPER WHOLESALERS,2003,0.0
395, DRUGS AND DRUGGISTS' SUNDRIES WHOLESALERS,2000,0.0
396," PIECE GOODS, NOTIONS, AND OTHER DRY GOODS WHOLESALERS",2000,0.0
397," PIECE GOODS, NOTIONS, AND OTHER DRY GOODS WHOLESALERS",2001,0.0
398," PIECE GOODS, NOTIONS, AND OTHER DRY GOODS WHOLESALERS",2002,0.0
399, PRINTING AND WRITING PAPER WHOLESALERS,2001,0.0
400," PIECE GOODS, NOTIONS, AND OTHER DRY GOODS WHOLESALERS",2003,0.0
401, MEN'S AND BOYS' CLOTHING AND FURNISHINGS WHOLESALERS,2001,0.0
402, MEN'S AND BOYS' CLOTHING AND FURNISHINGS WHOLESALERS,2002,0.0
403, MEN'S AND BOYS' CLOTHING AND FURNISHINGS WHOLESALERS,2003,0.0
404," WOMEN'S, CHILDREN'S, AND INFANTS' CLOTHING AND ACCESSORIES WHOLESALERS",2002,0.0
405, FOOTWEAR WHOLESALERS,2001,0.0
406, FOOTWEAR WHOLESALERS,2002,0.0
407, FOOTWEAR WHOLESALERS,2003,0.0
408, FOOTWEAR WHOLESALERS,2006,0.0
409, PACKAGED FROZEN FOOD WHOLESALERS,2001,0.0
410, PACKAGED FROZEN FOOD WHOLESALERS,2002,0.0
411, PACKAGED FROZEN FOOD WHOLESALERS,2003,0.0
412, MEN'S AND BOYS' CLOTHING AND FURNISHINGS WHOLESALERS,2000,0.0
413, DAIRY PRODUCT (EXCEPT DRIED OR CANNED) WHOLESALERS,2000,0.0
414, PRINTING AND WRITING PAPER WHOLESALERS,2000,0.0
415, OTHER MISCELLANEOUS DURABLE GOODS WHOLESALERS,2001,0.0
416, FARM AND GARDEN MACHINERY AND EQUIPMENT WHOLESALERS,2001,0.0
417, FARM AND GARDEN MACHINERY AND EQUIPMENT WHOLESALERS,2003,0.0
418, FARM AND GARDEN MACHINERY AND EQUIPMENT WHOLESALERS,2005,0.0
419, INDUSTRIAL MACHINERY AND EQUIPMENT WHOLESALERS,2001,0.0
420, INDUSTRIAL MACHINERY AND EQUIPMENT WHOLESALERS,2000,0.0
421, INDUSTRIAL MACHINERY AND EQUIPMENT WHOLESALERS,2001,0.0
422, INDUSTRIAL SUPPLIES WHOLESALERS,2000,0.0
423, INDUSTRIAL SUPPLIES WHOLESALERS,2001,0.0
424, SERVICE ESTABLISHMENT EQUIPMENT AND SUPPLIES WHOLESALERS,2000,0.0
425, SERVICE ESTABLISHMENT EQUIPMENT AND SUPPLIES WHOLESALERS,2001,0.0
426, TRANSPORTATION EQUIPMENT AND SUPPLIES (EXCEPT MOTOR VEHICLE) WHOLESALERS,2001,0.0
427, OTHER MISCELLANEOUS DURABLE GOODS WHOLESALERS,2001,0.0
428, TRANSPORTATION EQUIPMENT AND SUPPLIES (EXCEPT MOTOR VEHICLE) WHOLESALERS,2002,0.0
429, SPORTING AND RECREATIONAL GOODS AND SUPPLIES WHOLESALERS,2001,0.0
430, SPORTING AND RECREATIONAL GOODS AND SUPPLIES WHOLESALERS,2001,0.0
431, SPORTING AND RECREATIONAL GOODS AND SUPPLIES WHOLESALERS,2009,0.0
432, TOY AND HOBBY GOODS AND SUPPLIES WHOLESALERS,2002,0.0
433, TOY AND HOBBY GOODS AND SUPPLIES WHOLESALERS,2003,0.0
434, RECYCLABLE MATERIAL WHOLESALERS,2001,0.0
435, RECYCLABLE MATERIAL WHOLESALERS,2001,0.0
436, RECYCLABLE MATERIAL WHOLESALERS,2005,0.0
437, RECYCLABLE MATERIAL WHOLESALERS,2006,0.0
438," JEWELRY, WATCH, PRECIOUS STONE, AND PRECIOUS METAL WHOLESALERS",2002,0.0
439," JEWELRY, WATCH, PRECIOUS STONE, AND PRECIOUS METAL WHOLESALERS",2003,0.0
440, TRANSPORTATION EQUIPMENT AND SUPPLIES (EXCEPT MOTOR VEHICLE) WHOLESALERS,2003,0.0
441, PRECISION TURNED PRODUCT MANUFACTURING,2001,0.0
442, MACHINE SHOPS,2001,0.0
443, OTHER FABRICATED WIRE PRODUCT MANUFACTURING,2001,0.0
444, PERSONAL LEATHER GOOD (EXCEPT WOMEN'S HANDBAG AND PURSE) MANUFACTURING,2001,0.0
445, PERSONAL LEATHER GOOD (EXCEPT WOMEN'S HANDBAG AND PURSE) MANUFACTURING,2002,0.0
446, PERSONAL LEATHER GOOD (EXCEPT WOMEN'S HANDBAG AND PURSE) MANUFACTURING,2003,0.0
447, SAWMILLS,2000,0.0
448, SAWMILLS,2001,0.0
449, WOOD PRESERVATION,2001,0.0
450, WOOD PRESERVATION,2003,0.0
451, HARDWOOD VENEER AND PLYWOOD MANUFACTURING,2001,0.0
452, HARDWOOD VENEER AND PLYWOOD MANUFACTURING,2002,0.0
453, HARDWOOD VENEER AND PLYWOOD MANUFACTURING,2003,0.0
454, SOFTWOOD VENEER AND PLYWOOD MANUFACTURING,2001,0.0
455, SOFTWOOD VENEER AND PLYWOOD MANUFACTURING,2002,0.0
456, SOFTWOOD VENEER AND PLYWOOD MANUFACTURING,2003,0.0
457, ENGINEERED WOOD MEMBER (EXCEPT TRUSS) MANUFACTURING,2001,0.0
458, ENGINEERED WOOD MEMBER (EXCEPT TRUSS) MANUFACTURING,2002,0.0
459, TRUSS MANUFACTURING,2001,0.0
460, TRUSS MANUFACTURING,2002,0.0
461, WOOD WINDOW AND DOOR MANUFACTURING,2002,0.0
462," CUT STOCK, RESAWING LUMBER, AND PLANING",2001,0.0
463," CUT STOCK, RESAWING LUMBER, AND PLANING",2002,0.0
464," CUT STOCK, RESAWING LUMBER, AND PLANING",2003,0.0
465, OTHER MILLWORK (INCLUDING FLOORING),2001,0.0
466, OTHER MILLWORK (INCLUDING FLOORING),2002,0.0
467, WOMEN'S HANDBAG AND PURSE MANUFACTURING,2003,0.0
468, WOMEN'S HANDBAG AND PURSE MANUFACTURING,2002,0.0
469, WOMEN'S HANDBAG AND PURSE MANUFACTURING,2001,0.0
470, OTHER FOOTWEAR MANUFACTURING,2003,0.0
471, FUR AND LEATHER APPAREL MANUFACTURING,2002,0.0
472, FUR AND LEATHER APPAREL MANUFACTURING,2003,0.0
473, FUR AND LEATHER APPAREL MANUFACTURING,2004,0.0
474, FUR AND LEATHER APPAREL MANUFACTURING,2005,0.0
475, ALL OTHER CUT AND SEW APPAREL MANUFACTURING,2001,0.0
476," HAT, CAP, AND MILLINERY MANUFACTURING",2001,0.0
477," HAT, CAP, AND MILLINERY MANUFACTURING",2003,0.0
478, GLOVE AND MITTEN MANUFACTURING,2001,0.0
479, MEN'S AND BOYS' NECKWEAR MANUFACTURING,2001,0.0
480, MEN'S AND BOYS' NECKWEAR MANUFACTURING,2002,0.0
481, MEN'S AND BOYS' NECKWEAR MANUFACTURING,2003,0.0
482, MANUFACTURED HOME (MOBILE HOME) MANUFACTURING,2001,0.0
483, MEN'S AND BOYS' NECKWEAR MANUFACTURING,2004,0.0
484, LEATHER AND HIDE TANNING AND FINISHING,2003,0.0
485, RUBBER AND PLASTICS FOOTWEAR MANUFACTURING,2001,0.0
486, HOUSE SLIPPER MANUFACTURING,2003,0.0
487, HOUSE SLIPPER MANUFACTURING,2005,0.0
488, WOMEN'S FOOTWEAR (EXCEPT ATHLETIC) MANUFACTURING,2000,0.0
489, WOMEN'S FOOTWEAR (EXCEPT ATHLETIC) MANUFACTURING,2001,0.0
490, WOMEN'S FOOTWEAR (EXCEPT ATHLETIC) MANUFACTURING,2002,0.0
491, WOMEN'S FOOTWEAR (EXCEPT ATHLETIC) MANUFACTURING,2003,0.0
492, OTHER FOOTWEAR MANUFACTURING,2000,0.0
493, OTHER FOOTWEAR MANUFACTURING,2001,0.0
494, OTHER FOOTWEAR MANUFACTURING,2002,0.0
495, LEATHER AND HIDE TANNING AND FINISHING,2001,0.0
496, ALL OTHER MISCELLANEOUS WOOD PRODUCT MANUFACTURING,2000,0.0
497, PULP MILLS,2002,0.0
498, PULP MILLS,2003,0.0
499, COMMERCIAL LITHOGRAPHIC PRINTING,2001,0.0
500, ,2000,0.0
501, ,2001,0.0
502, ,2002,0.0
503, ,2003,0.0
504, COMMERCIAL FLEXOGRAPHIC PRINTING,2001,0.0
505, COMMERCIAL FLEXOGRAPHIC PRINTING,2002,0.0
506, COMMERCIAL SCREEN PRINTING,2002,0.0
507, COMMERCIAL SCREEN PRINTING,2003,0.0
508, QUICK PRINTING,2000,0.0
509, DIGITAL PRINTING,2001,0.0
510, SANITARY PAPER PRODUCT MANUFACTURING,2003,0.0
511, MANIFOLD BUSINESS FORMS PRINTING,2002,0.0
512," BLANKBOOK, LOOSELEAF BINDERS, AND DEVICES MANUFACTURING",2001,0.0
513," BLANKBOOK, LOOSELEAF BINDERS, AND DEVICES MANUFACTURING",2002,0.0
514, OTHER COMMERCIAL PRINTING,2000,0.0
515, TRADEBINDING AND RELATED WORK,2000,0.0
516, TRADEBINDING AND RELATED WORK,2001,0.0
517, TRADEBINDING AND RELATED WORK,2002,0.0
518, TRADEBINDING AND RELATED WORK,2003,0.0
519, PREPRESS SERVICES,2001,0.0
520, PREPRESS SERVICES,2002,0.0
521, PREPRESS SERVICES,2003,0.0
522, PETROLEUM REFINERIES,2001,0.0
523, MANIFOLD BUSINESS FORMS PRINTING,2003,0.0
524, FUR AND LEATHER APPAREL MANUFACTURING,2001,0.0
525," STATIONERY, TABLET, AND RELATED PRODUCT MANUFACTURING",2003,0.0
526, DIE-CUT PAPER AND PAPERBOARD OFFICE SUPPLIES MANUFACTURING,2000,0.0
527, NEWSPRINT MILLS,2002,0.0
528, NEWSPRINT MILLS,2003,0.0
529, PAPERBOARD MILLS,2001,0.0
530, PAPERBOARD MILLS,2002,0.0
531, PAPERBOARD MILLS,2003,0.0
532, FOLDING PAPERBOARD BOX MANUFACTURING,2001,0.0
533, SETUP PAPERBOARD BOX MANUFACTURING,2001,0.0
534, SETUP PAPERBOARD BOX MANUFACTURING,2002,0.0
535, SETUP PAPERBOARD BOX MANUFACTURING,2003,0.0
536," FIBER CAN, TUBE, DRUM, AND SIMILAR PRODUCTS MANUFACTURING",2001,0.0
537," FIBER CAN, TUBE, DRUM, AND SIMILAR PRODUCTS MANUFACTURING",2003,0.0
538, DIE-CUT PAPER AND PAPERBOARD OFFICE SUPPLIES MANUFACTURING,2001,0.0
539, NONFOLDING SANITARY FOOD CONTAINER MANUFACTURING,2001,0.0
540, NONFOLDING SANITARY FOOD CONTAINER MANUFACTURING,2003,0.0
541, NONFOLDING SANITARY FOOD CONTAINER MANUFACTURING,2005,0.0
542, COATED AND LAMINATED PAPER MANUFACTURING,2000,0.0
543, UNCOATED PAPER AND MULTIWALL BAG MANUFACTURING,2001,0.0
544, UNCOATED PAPER AND MULTIWALL BAG MANUFACTURING,2004,0.0
545, LAMINATED ALUMINUM FOIL MANUFACTURING FOR FLEXIBLE PACKAGING USES,2002,0.0
546, LAMINATED ALUMINUM FOIL MANUFACTURING FOR FLEXIBLE PACKAGING USES,2003,0.0
547, LAMINATED ALUMINUM FOIL MANUFACTURING FOR FLEXIBLE PACKAGING USES,2005,0.0
548, LAMINATED ALUMINUM FOIL MANUFACTURING FOR FLEXIBLE PACKAGING USES,2006,0.0
549, SURFACE-COATED PAPERBOARD MANUFACTURING,2001,0.0
550, SURFACE-COATED PAPERBOARD MANUFACTURING,2005,0.0
551, NONFOLDING SANITARY FOOD CONTAINER MANUFACTURING,2002,0.0
552, ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING,2000,0.0
553, INFANTS' CUT AND SEW APPAREL MANUFACTURING,2005,0.0
554, WOMEN'S AND GIRLS' CUT AND SEW OTHER OUTERWEAR MANUFACTURING,2004,0.0
555, WINERIES,2004,0.0
556, DISTILLERIES,2002,0.0
557, DISTILLERIES,2004,0.0
558, TOBACCO STEMMING AND REDRYING,2001,0.0
559, TOBACCO STEMMING AND REDRYING,2002,0.0
560, TOBACCO STEMMING AND REDRYING,2003,0.0
561, CIGARETTE MANUFACTURING,2001,0.0
562, CIGARETTE MANUFACTURING,2002,0.0
563, CIGARETTE MANUFACTURING,2003,0.0
564, CIGARETTE MANUFACTURING,2005,0.0
565, CIGARETTE MANUFACTURING,2006,0.0
566, OTHER TOBACCO PRODUCT MANUFACTURING,2003,0.0
567, YARN SPINNING MILLS,2001,0.0
568, YARN SPINNING MILLS,2002,0.0
569, YARN SPINNING MILLS,2003,0.0
570," YARN TEXTURIZING, THROWING, AND TWISTING MILLS",2000,0.0
571," YARN TEXTURIZING, THROWING, AND TWISTING MILLS",2001,0.0
572," YARN TEXTURIZING, THROWING, AND TWISTING MILLS",2002,0.0
573," YARN TEXTURIZING, THROWING, AND TWISTING MILLS",2003,0.0
574, THREAD MILLS,2001,0.0
575, THREAD MILLS,2002,0.0
576, THREAD MILLS,2003,0.0
577, SCHIFFLI MACHINE EMBROIDERY,2003,0.0
578, BREWERIES,2006,0.0
579, BREWERIES,2002,0.0
580, BREWERIES,2001,0.0
581, ICE MANUFACTURING,2001,0.0
582, ROASTED NUTS AND PEANUT BUTTER MANUFACTURING,2002,0.0
583, ROASTED NUTS AND PEANUT BUTTER MANUFACTURING,2003,0.0
584, OTHER SNACK FOOD MANUFACTURING,2000,0.0
585, OTHER SNACK FOOD MANUFACTURING,2002,0.0
586, OTHER SNACK FOOD MANUFACTURING,2003,0.0
587, COFFEE AND TEA MANUFACTURING,2001,0.0
588, COFFEE AND TEA MANUFACTURING,2002,0.0
589, FLAVORING SYRUP AND CONCENTRATE MANUFACTURING,2001,0.0
590, FLAVORING SYRUP AND CONCENTRATE MANUFACTURING,2003,0.0
591," MAYONNAISE, DRESSING, AND OTHER PREPARED SAUCE MANUFACTURING",2001,0.0
592," MAYONNAISE, DRESSING, AND OTHER PREPARED SAUCE MANUFACTURING",2002,0.0
593, NONWOVEN FABRIC MILLS,2001,0.0
594," MAYONNAISE, DRESSING, AND OTHER PREPARED SAUCE MANUFACTURING",2003,0.0
595, SPICE AND EXTRACT MANUFACTURING,2002,0.0
596, SPICE AND EXTRACT MANUFACTURING,2004,0.0
597, PERISHABLE PREPARED FOOD MANUFACTURING,2001,0.0
598, PERISHABLE PREPARED FOOD MANUFACTURING,2002,0.0
599, ALL OTHER MISCELLANEOUS FOOD MANUFACTURING,2000,0.0
600, ALL OTHER MISCELLANEOUS FOOD MANUFACTURING,2001,0.0
601, SOFT DRINK MANUFACTURING,2000,0.0
602, SOFT DRINK MANUFACTURING,2001,0.0
603, BOTTLED WATER MANUFACTURING,2001,0.0
604, BOTTLED WATER MANUFACTURING,2002,0.0
605, ICE MANUFACTURING,2000,0.0
606, SPICE AND EXTRACT MANUFACTURING,2001,0.0
607, NONWOVEN FABRIC MILLS,2002,0.0
608, WEFT KNIT FABRIC MILLS,2001,0.0
609, WEFT KNIT FABRIC MILLS,2002,0.0
610, MEN'S AND BOYS' CUT AND SEW UNDERWEAR AND NIGHTWEAR MANUFACTURING,2003,0.0
611," MEN'S AND BOYS' CUT AND SEW SUIT, COAT, AND OVERCOAT MANUFACTURING",2001,0.0
612," MEN'S AND BOYS' CUT AND SEW SUIT, COAT, AND OVERCOAT MANUFACTURING",2002,0.0
613, MEN'S AND BOYS' CUT AND SEW SHIRT (EXCEPT WORK SHIRT) MANUFACTURING,2001,0.0
614, MEN'S AND BOYS' CUT AND SEW SHIRT (EXCEPT WORK SHIRT) MANUFACTURING,2003,0.0
615," MEN'S AND BOYS' CUT AND SEW TROUSER, SLACK, AND JEAN MANUFACTURING",2001,0.0
616," MEN'S AND BOYS' CUT AND SEW TROUSER, SLACK, AND JEAN MANUFACTURING",2002,0.0
617," MEN'S AND BOYS' CUT AND SEW TROUSER, SLACK, AND JEAN MANUFACTURING",2003,0.0
618, MEN'S AND BOYS' CUT AND SEW OTHER OUTERWEAR MANUFACTURING,2000,0.0
619, MEN'S AND BOYS' CUT AND SEW OTHER OUTERWEAR MANUFACTURING,2001,0.0
620," WOMEN'S AND GIRLS' CUT AND SEW LINGERIE, LOUNGEWEAR, AND NIGHTWEAR MANUFACTURING",2001,0.0
621, MEN'S AND BOYS' CUT AND SEW UNDERWEAR AND NIGHTWEAR MANUFACTURING,2001,0.0
622," WOMEN'S AND GIRLS' CUT AND SEW LINGERIE, LOUNGEWEAR, AND NIGHTWEAR MANUFACTURING",2003,0.0
623, WOMEN'S AND GIRLS' CUT AND SEW BLOUSE AND SHIRT MANUFACTURING,2003,0.0
624, WOMEN'S AND GIRLS' CUT AND SEW BLOUSE AND SHIRT MANUFACTURING,2004,0.0
625, WOMEN'S AND GIRLS' CUT AND SEW DRESS MANUFACTURING,2003,0.0
626, WOMEN'S AND GIRLS' CUT AND SEW DRESS MANUFACTURING,2005,0.0
627, WOMEN'S AND GIRLS' CUT AND SEW DRESS MANUFACTURING,2006,0.0
628," WOMEN'S AND GIRLS' CUT AND SEW SUIT, COAT, TAILORED JACKET, AND SKIRT MANUFACTURING",2001,0.0
629," WOMEN'S AND GIRLS' CUT AND SEW SUIT, COAT, TAILORED JACKET, AND SKIRT MANUFACTURING",2002,0.0
630," WOMEN'S AND GIRLS' CUT AND SEW SUIT, COAT, TAILORED JACKET, AND SKIRT MANUFACTURING",2003,0.0
631," WOMEN'S AND GIRLS' CUT AND SEW SUIT, COAT, TAILORED JACKET, AND SKIRT MANUFACTURING",2004,0.0
632, WOMEN'S AND GIRLS' CUT AND SEW OTHER OUTERWEAR MANUFACTURING,2000,0.0
633, WOMEN'S AND GIRLS' CUT AND SEW OTHER OUTERWEAR MANUFACTURING,2001,0.0
634, WOMEN'S AND GIRLS' CUT AND SEW BLOUSE AND SHIRT MANUFACTURING,2001,0.0
635, INFANTS' CUT AND SEW APPAREL MANUFACTURING,2003,0.0
636," WOMEN'S, GIRLS', AND INFANTS' CUT AND SEW APPAREL CONTRACTORS",2004,0.0
637, MEN'S AND BOYS' CUT AND SEW APPAREL CONTRACTORS,2000,0.0
638, OTHER KNIT FABRIC AND LACE MILLS,2001,0.0
639, OTHER KNIT FABRIC AND LACE MILLS,2002,0.0
640, OTHER KNIT FABRIC AND LACE MILLS,2003,0.0
641, TEXTILE AND FABRIC FINISHING (EXCEPT BROADWOVEN FABRIC) MILLS,2001,0.0
642, TEXTILE AND FABRIC FINISHING (EXCEPT BROADWOVEN FABRIC) MILLS,2002,0.0
643, TEXTILE AND FABRIC FINISHING (EXCEPT BROADWOVEN FABRIC) MILLS,2003,0.0
644, OTHER HOUSEHOLD TEXTILE PRODUCT MILLS,2001,0.0
645, TEXTILE BAG MILLS,2000,0.0
646, ALL OTHER TEXTILE PRODUCT MILLS,2001,0.0
647," ROPE, CORDAGE, AND TWINE MILLS",2003,0.0
648, TIRE CORD AND TIRE FABRIC MILLS,2001,0.0
649," WOMEN'S, GIRLS', AND INFANTS' CUT AND SEW APPAREL CONTRACTORS",2001,0.0
650, TIRE CORD AND TIRE FABRIC MILLS,2002,0.0
651, TIRE CORD AND TIRE FABRIC MILLS,2004,0.0
652, TIRE CORD AND TIRE FABRIC MILLS,2005,0.0
653, SHEER HOSIERY MILLS,2001,0.0
654, SHEER HOSIERY MILLS,2002,0.0
655, SHEER HOSIERY MILLS,2003,0.0
656, OTHER HOSIERY AND SOCK MILLS,2001,0.0
657, OTHER HOSIERY AND SOCK MILLS,2004,0.0
658, OUTERWEAR KNITTING MILLS,2001,0.0
659, UNDERWEAR AND NIGHTWEAR KNITTING MILLS,2001,0.0
660, UNDERWEAR AND NIGHTWEAR KNITTING MILLS,2002,0.0
661, UNDERWEAR AND NIGHTWEAR KNITTING MILLS,2003,0.0
662, TIRE CORD AND TIRE FABRIC MILLS,2003,0.0
663, USED CAR DEALERS,2004,0.0
664, ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING,2001,0.0
665, PETROLEUM LUBRICATING OIL AND GREASE MANUFACTURING,2001,0.0
666, SECONDARY SMELTING AND ALLOYING OF ALUMINUM,2001,0.0
667, SECONDARY SMELTING AND ALLOYING OF ALUMINUM,2002,0.0
668, SECONDARY SMELTING AND ALLOYING OF ALUMINUM,2005,0.0
669," ALUMINUM SHEET, PLATE, AND FOIL MANUFACTURING",2001,0.0
670," ALUMINUM SHEET, PLATE, AND FOIL MANUFACTURING",2002,0.0
671, OTHER ALUMINUM ROLLING AND DRAWING,2001,0.0
672, OTHER ALUMINUM ROLLING AND DRAWING,2002,0.0
673, PRIMARY SMELTING AND REFINING OF COPPER,2001,0.0
674, PRIMARY SMELTING AND REFINING OF COPPER,2002,0.0
675, PRIMARY SMELTING AND REFINING OF COPPER,2003,0.0
676, PRIMARY SMELTING AND REFINING OF COPPER,2004,0.0
677, PRIMARY SMELTING AND REFINING OF COPPER,2005,0.0
678, PRIMARY SMELTING AND REFINING OF COPPER,2006,0.0
679," COPPER ROLLING, DRAWING, AND EXTRUDING",2001,0.0
680," COPPER ROLLING, DRAWING, AND EXTRUDING",2002,0.0
681," COPPER ROLLING, DRAWING, AND EXTRUDING",2003,0.0
682, COPPER WIRE (EXCEPT MECHANICAL) DRAWING,2001,0.0
683, COPPER WIRE (EXCEPT MECHANICAL) DRAWING,2002,0.0
684," SECONDARY SMELTING, REFINING, AND ALLOYING OF COPPER",2001,0.0
685," SECONDARY SMELTING, REFINING, AND ALLOYING OF COPPER",2002,0.0
686," SECONDARY SMELTING, REFINING, AND ALLOYING OF COPPER",2003,0.0
687," NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM) ROLLING, DRAWING, AND EXTRUDING",2001,0.0
688," NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM) ROLLING, DRAWING, AND EXTRUDING",2002,0.0
689, PRIMARY ALUMINUM PRODUCTION,2003,0.0
690, PRIMARY ALUMINUM PRODUCTION,2002,0.0
691, PRIMARY ALUMINUM PRODUCTION,2001,0.0
692, ALUMINA REFINING,2003,0.0
693, LIME MANUFACTURING,2001,0.0
694, LIME MANUFACTURING,2002,0.0
695, LIME MANUFACTURING,2004,0.0
696, LIME MANUFACTURING,2005,0.0
697, GYPSUM PRODUCT MANUFACTURING,2001,0.0
698, GYPSUM PRODUCT MANUFACTURING,2002,0.0
699, GYPSUM PRODUCT MANUFACTURING,2003,0.0
700, CUT STONE AND STONE PRODUCT MANUFACTURING,2001,0.0
701, GROUND OR TREATED MINERAL AND EARTH MANUFACTURING,2001,0.0
702, GROUND OR TREATED MINERAL AND EARTH MANUFACTURING,2002,0.0
703, MINERAL WOOL MANUFACTURING,2000,0.0
704," SECONDARY SMELTING, REFINING, AND ALLOYING OF NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM)",2001,0.0
705, ALL OTHER MISCELLANEOUS NONMETALLIC MINERAL PRODUCT MANUFACTURING,2000,0.0
706, ELECTROMETALLURGICAL FERROALLOY PRODUCT MANUFACTURING,2001,0.0
707, ELECTROMETALLURGICAL FERROALLOY PRODUCT MANUFACTURING,2002,0.0
708, ELECTROMETALLURGICAL FERROALLOY PRODUCT MANUFACTURING,2003,0.0
709, IRON AND STEEL PIPE AND TUBE MANUFACTURING FROM PURCHASED STEEL,2001,0.0
710, IRON AND STEEL PIPE AND TUBE MANUFACTURING FROM PURCHASED STEEL,2001,0.0
711, IRON AND STEEL PIPE AND TUBE MANUFACTURING FROM PURCHASED STEEL,2002,0.0
712, ROLLED STEEL SHAPE MANUFACTURING,2000,0.0
713, ROLLED STEEL SHAPE MANUFACTURING,2001,0.0
714, STEEL WIRE DRAWING,2001,0.0
715, ALUMINA REFINING,2001,0.0
716, ALUMINA REFINING,2002,0.0
717, IRON AND STEEL MILLS,2000,0.0
