,naics_code,fiscal_year,base_and_all_options_value
5448, NATURAL GAS LIQUID EXTRACTION,2005,905869.3
5449, FURNITURE STORES,2003,909353.96
5450, SHOE STORES,2003,909369.01
5451, HOUSEHOLD REFRIGERATOR AND HOME FREEZER MANUFACTURING,2008,909708.14
5452, OTHER FOOTWEAR MANUFACTURING,2005,910090.08
5453, SIDING CONTRACTORS,2008,910617.37
5454, NONWOVEN FABRIC MILLS,2008,911689.1799999999
5455, NURSERY AND TREE PRODUCTION,2005,911813.75
5456, SPORTS AND RECREATION INSTRUCTION,2008,912817.78
5457, CELLULAR AND OTHER WIRELESS TELECOMMUNICATIONS,2001,913088.9
5458, FARM MACHINERY AND EQUIPMENT MANUFACTURING,2003,913860.0
5459," SPECIAL DIE AND TOOL, DIE SET, JIG, AND FIXTURE MANUFACTURING",2006,914384.75
5460, GENERAL RENTAL CENTERS,2008,914570.92
5461, WOOD PRESERVATION,2002,915470.0
5462, HUNTING AND TRAPPING,2007,916815.1799999999
5463," AGENTS AND MANAGERS FOR ARTISTS, ATHLETES, ENTERTAINERS, AND OTHER PUBLIC FIGURES",2007,917534.4500000001
5464, OTHER MISCELLANEOUS NONDURABLE GOODS MERCHANT WHOLESALERS,2004,917778.23
5465, INDUSTRIAL NONBUILDING STRUCTURE CONSTRUCTION,2006,917861.45
5466, WAREHOUSE CLUBS AND SUPERCENTERS,2007,919322.61
5467, OUTDOOR POWER EQUIPMENT STORES,2005,919409.3200000001
5468, RECREATIONAL AND VACATION CAMPS (EXCEPT CAMPGROUNDS),2007,921530.8099999999
5469, AUTOMOBILE AND OTHER MOTOR VEHICLE WHOLESALERS,2002,922816.0
5470," GIFT, NOVELTY, AND SOUVENIR STORES",2006,924534.94
5471, OTHER SOCIAL ADVOCACY ORGANIZATIONS,2004,926390.5
5472, PASSENGER CAR RENTAL,2003,927846.62
5473, CONCRETE PIPE MANUFACTURING,2006,928863.5900000001
5474, COTTON GINNING,2008,929254.0
5475, OTHER TELECOMMUNICATIONS,2002,929609.1799999999
5476, SOLID WASTE COMBUSTORS AND INCINERATORS,2008,931155.75
5477, HEALTH AND WELFARE FUNDS,2008,931435.0499999999
5478, NATIONAL SECURITY,2008,931580.0299999999
5479, DIRECTORY AND MAILING LIST PUBLISHERS,2002,931972.79
5480, SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),2003,932207.55
5481, NONWOVEN FABRIC MILLS,2005,932279.6200000012
5482, JUNIOR COLLEGES,2005,933589.09
5483, BRIDGE AND TUNNEL CONSTRUCTION,2007,933961.58
5484, MOTOR VEHICLE BRAKE SYSTEM MANUFACTURING,2008,935658.0899999999
5485, AUTOMOBILE DRIVING SCHOOLS,2002,936054.0
5486, INDUSTRIAL PROCESS FURNACE AND OVEN MANUFACTURING,2005,937331.77
5487, MOTOR VEHICLE TOWING,2005,937353.7
5488, GASOLINE ENGINE AND ENGINE PARTS MANUFACTURING,2004,937552.22
5489, OTHER URBAN TRANSIT SYSTEMS,2004,938224.5
5490, COIN-OPERATED LAUNDRIES AND DRYCLEANERS,2004,939225.0
5491, COMMUTER RAIL SYSTEMS,2005,943025.4
5492, INTERURBAN AND RURAL BUS TRANSPORTATION,2008,943463.76
5493, NONFERROUS FORGING,2008,943594.94
5494, HISTORICAL SITES,2008,943813.13
5495, ENGINEERED WOOD MEMBER (EXCEPT TRUSS) MANUFACTURING,2006,943997.3400000001
5496, POLYSTYRENE FOAM PRODUCT MANUFACTURING,2005,944099.2900000003
5497, POLICE PROTECTION,2004,945038.8300000001
5498, OTHER HOUSEHOLD TEXTILE PRODUCT MILLS,2002,945410.0
5499," LUMBER, PLYWOOD, MILLWORK, AND WOOD PANEL MERCHANT WHOLESALERS",2004,947332.28
5500, JUNIOR COLLEGES,2003,947605.0
5501," SCENIC AND SIGHTSEEING TRANSPORTATION, LAND",2007,947880.4200000002
5502," SPECIAL DIE AND TOOL, DIE SET, JIG, AND FIXTURE MANUFACTURING",2008,951650.53
5503, ENVELOPE MANUFACTURING,2008,952379.6299999998
5504, FINFISH FISHING,2005,955489.5
5505, RESILIENT FLOOR COVERING MANUFACTURING,2000,955765.0
5506, HOUSEHOLD COOKING APPLIANCE MANUFACTURING,2008,956622.92
5507, OTHER MILLWORK (INCLUDING FLOORING),2006,958632.3899999999
5508, INSTITUTIONAL FURNITURE MANUFACTURING,2002,959789.0
5509, RECREATIONAL AND VACATION CAMPS (EXCEPT CAMPGROUNDS),2009,960148.7200000001
5510, PRINTING AND WRITING PAPER MERCHANT WHOLESALERS,2003,963941.0
5511, OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION,2005,964679.9699999999
5512, SYNTHETIC RUBBER MANUFACTURING,2005,967048.06
5513, SPORTING GOODS STORES,2004,967193.2099999997
5514, WHEAT FARMING,2005,967699.8
5515, METAL WINDOW AND DOOR MANUFACTURING,2004,968411.84
5516, ALL OTHER SPECIALTY FOOD STORES,2006,968415.66
5517," ROPE, CORDAGE, AND TWINE MILLS",2004,968830.5599999998
5518, DIMENSION STONE MINING AND QUARRYING,2009,968943.4199999998
5519, OTHER AUTOMOTIVE MECHANICAL AND ELECTRICAL REPAIR AND MAINTENANCE,2003,970925.34
5520, COPPER WIRE (EXCEPT MECHANICAL) DRAWING,2005,971757.93
5521, ORNAMENTAL AND ARCHITECTURAL METAL WORK MANUFACTURING,2001,973500.0
5522, HOUSEHOLD REFRIGERATOR AND HOME FREEZER MANUFACTURING,2001,975000.0
5523, SEPTIC TANK AND RELATED SERVICES,2004,978689.2000000001
5524, MUSICAL INSTRUMENT AND SUPPLIES STORES,2008,978808.74
5525, OTHER FABRICATED WIRE PRODUCT MANUFACTURING,2004,983080.37
5526, PAPER INDUSTRY MACHINERY MANUFACTURING,2008,984672.18
5527, LEGAL COUNSEL AND PROSECUTION,2004,986059.6500000001
5528, MEN'S AND BOYS' CUT AND SEW OTHER OUTERWEAR MANUFACTURING,2004,986065.94
5529, FRESH AND FROZEN SEAFOOD PROCESSING,2004,987182.06
5530," MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES WHOLESALERS",2008,988077.0000000005
5531, OTHER CLOTHING STORES,2005,989697.0500000002
5532, FLOOR COVERING STORES,2005,990157.7
5533, BUSINESS AND SECRETARIAL SCHOOLS,2007,990236.2
5534, OTHER PRESSED AND BLOWN GLASS AND GLASSWARE MANUFACTURING,2006,990243.06
5535, COMPUTER TERMINAL MANUFACTURING,2003,992315.0
5536, INLAND WATER PASSENGER TRANSPORTATION,2006,993490.88
5537, LUGGAGE MANUFACTURING,2008,994628.8799999998
5538," PHOTOGRAPHY STUDIOS, PORTRAIT",2006,994813.7699999999
5539," ROPE, CORDAGE, AND TWINE MILLS",2005,994893.7599999998
5540, ALL OTHER SPECIALTY TRADE CONTRACTORS,2000,995479.2
5541, COIN-OPERATED LAUNDRIES AND DRYCLEANERS,2006,995692.3099999999
5542, KIDNEY DIALYSIS CENTERS,2008,996435.52
5543, DIRECT MAIL ADVERTISING,2002,996544.04
5544, PACKAGING AND LABELING SERVICES,2005,996586.2699999999
5545," SECONDARY SMELTING, REFINING, AND ALLOYING OF COPPER",2005,996620.0
5546, FOOD PRODUCT MACHINERY MANUFACTURING,2005,997392.38
5547, COMMUNITY FOOD SERVICES,2009,998291.6699999999
5548, OTHER MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,2001,999999.0
5549, PETROLEUM LUBRICATING OIL AND GREASE MANUFACTURING,2002,999999.0
5550, PLASTICS PIPE AND PIPE FITTING MANUFACTURING,2002,1000000.0
5551, MARKETING RESEARCH AND PUBLIC OPINION POLLING,2001,1000000.0
5552, PAINT AND WALLPAPER STORES,2003,1000000.0
5553, MOTOR HOME MANUFACTURING,2002,1000000.0
5554, PACKAGING AND LABELING SERVICES,2003,1000000.0
5555, OTHER METALWORKING MACHINERY MANUFACTURING,2000,1000000.0
5556, PACKAGING MACHINERY MANUFACTURING,2000,1000000.0
5557, CARPET AND RUG MILLS,2001,1000000.0
5558, PRIMARY SMELTING AND REFINING OF NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM),2000,1000000.0
5559, FLAT GLASS MANUFACTURING,2006,1001058.08
5560, CLOTHING ACCESSORIES STORES,2008,1001991.2300000001
5561, YARN SPINNING MILLS,2005,1002750.0
5562, CLAIMS ADJUSTING,2007,1002853.7699999999
5563," COMMERCIAL, INDUSTRIAL, AND INSTITUTIONAL ELECTRIC LIGHTING FIXTURE MANUFACTURING",2001,1003000.0
5564, LIMOUSINE SERVICE,2003,1003498.78
5565, AUTOMATIC VENDING MACHINE MANUFACTURING,2009,1004679.93
5566, EMPLOYMENT PLACEMENT AGENCIES,2008,1004711.2
5567, PAINTING AND WALL COVERING CONTRACTORS,2002,1005700.0
5568, STEEL FOUNDRIES (EXCEPT INVESTMENT),2009,1006540.5499999999
5569, ADMINISTRATION OF VETERANS' AFFAIRS,2005,1008100.0
5570, MEDIA REPRESENTATIVES,2003,1012100.0
5571, TAXI SERVICE,2003,1013838.5700000001
5572, EXPLOSIVES MANUFACTURING,2004,1014463.13
5573, WINERIES,2006,1015146.99
5574, INLAND WATER PASSENGER TRANSPORTATION,2004,1015267.0
5575, RECREATIONAL GOODS RENTAL,2006,1015567.6
5576, RENDERING AND MEAT BYPRODUCT PROCESSING,2009,1016229.4900000001
5577, BUSINESS ASSOCIATIONS,2005,1016260.2000000001
5578, AIR PURIFICATION EQUIPMENT MANUFACTURING,2005,1018477.1799999998
5579, SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,2004,1019066.5900000001
5580, PRIMARY ALUMINUM PRODUCTION,2009,1021809.9699999999
5581, LOCKSMITHS,2008,1021822.59
5582, BOOK STORES,2005,1022314.76
5583, OTHER MISCELLANEOUS NONDURABLE GOODS WHOLESALERS,2005,1022515.5
5584, MEN'S AND BOYS' CUT AND SEW APPAREL CONTRACTORS,2005,1022544.32
5585, ELECTRIC LAMP BULB AND PART MANUFACTURING,2006,1023466.19
5586, URETHANE AND OTHER FOAM PRODUCT (EXCEPT POLYSTYRENE) MANUFACTURING,2002,1024544.0
5587, LINEN SUPPLY,2004,1026075.04
5588, PLUMBING FIXTURE FITTING AND TRIM MANUFACTURING,2003,1029252.0
5589," SCALE AND BALANCE MANUFACTURING (2007), SCALE AND BALANCE (EXCEPT LABORATORY) MANUFACTURING (2002)",2003,1029999.0
5590, FRAMING CONTRACTORS,2006,1032334.1400000002
5591, OTHER HOSIERY AND SOCK MILLS,2009,1032421.98
5592, PLUMBING AND HEATING EQUIPMENT AND SUPPLIES (HYDRONICS) MERCHANT WHOLESALERS,2005,1032652.4600000002
5593, DRAFTING SERVICES,2005,1035089.0
5594, FLUID MILK MANUFACTURING,2004,1035757.2
5595, RUBBER AND PLASTICS HOSES AND BELTING MANUFACTURING,2005,1036874.7500000001
5596, LEAD PENCIL AND ART GOOD MANUFACTURING,2005,1037417.5100000001
5597, DEEP SEA FREIGHT TRANSPORTATION,2002,1038130.0
5598," NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES",2004,1038388.1399999999
5599, WATER WELL DRILLING CONTRACTORS,2002,1040781.0
5600, DOG AND CAT FOOD MANUFACTURING,2007,1041967.1399999999
5601, REAL ESTATE INVESTMENT TRUSTS,2009,1042032.03
5602, MORTGAGE AND NONMORTGAGE LOAN BROKERS,2001,1043435.0
5603, SOFT DRINK MANUFACTURING,2003,1045415.0
5604, ADMINISTRATION OF GENERAL ECONOMIC PROGRAMS,2009,1046429.3599999999
5605, IRON AND STEEL PIPE AND TUBE MANUFACTURING FROM PURCHASED STEEL,2005,1046561.9800000001
5606, OTHER GUIDED MISSILE AND SPACE VEHICLE PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,2001,1047001.0
5607," WOOD TELEVISION, RADIO, AND SEWING MACHINE CABINET MANUFACTURING",2006,1047627.4
5608," BLANKBOOK, LOOSELEAF BINDERS, AND DEVICES MANUFACTURING",2005,1047687.5899999997
5609, CHILD DAY CARE SERVICES,2006,1048097.0
5610, WOOD PRESERVATION,2005,1048452.4800000001
5611, DRIED AND DEHYDRATED FOOD MANUFACTURING,2008,1049696.4
5612," ADMINISTRATION OF HUMAN RESOURCE PROGRAMS (EXCEPT EDUCATION, PUBLIC HEALTH, AND VETERANS' AFFAIRS PROGRAMS)",2001,1050001.0
5613," ROOFING, SIDING, AND INSULATION MATERIAL WHOLESALERS",2007,1050172.0
5614, OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION,2002,1050272.0
5615, ADVERTISING AGENCIES,2002,1051065.37
5616, AMERICAN INDIAN AND ALASKA NATIVE TRIBAL GOVERNMENTS,2007,1052002.17
5617," PHOTOGRAPHY STUDIOS, PORTRAIT",2003,1052022.5
5618," WATCH, CLOCK, AND PART MANUFACTURING",2008,1052923.29
5619, GENERAL AUTOMOTIVE REPAIR,2005,1053146.38
5620, OTHER FARM PRODUCT RAW MATERIAL WHOLESALERS,2004,1053711.99
5621, ART DEALERS,2005,1055499.08
5622, ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,2002,1055584.0
5623, OIL AND GAS FIELD MACHINERY AND EQUIPMENT MANUFACTURING,2008,1055715.57
5624, OILSEED AND GRAIN COMBINATION FARMING,2004,1055894.0
5625, AIR TRAFFIC CONTROL,2004,1057762.2
5626, PETROLEUM REFINERIES,2003,1058105.1099999999
5627, AUTOMOTIVE TRANSMISSION REPAIR,2009,1058817.5500000003
5628, DEEP SEA PASSENGER TRANSPORTATION,2004,1059558.0
5629, PHOSPHATE ROCK MINING,2006,1059563.0
5630, OTHER GRANTMAKING AND GIVING SERVICES,2003,1060126.0
5631, GLASS PRODUCT MANUFACTURING MADE OF PURCHASED GLASS,2008,1060353.89
5632, VEHICULAR LIGHTING EQUIPMENT MANUFACTURING,2004,1060634.04
5633, CREDIT CARD ISSUING,2006,1061000.0
5634, OTHER URBAN TRANSIT SYSTEMS,2005,1062105.0
5635, LINEN SUPPLY,2003,1062149.6
5636, GRANTMAKING FOUNDATIONS,2007,1062990.38
5637, FULL-SERVICE RESTAURANTS,2005,1064023.0599999998
5638, CEMENT MANUFACTURING,2003,1064134.0
5639," BOOK, PERIODICAL, AND NEWSPAPER MERCHANT WHOLESALERS",2004,1064851.4000000001
5640, OTHER SOUND RECORDING INDUSTRIES,2009,1066675.7300000002
5641, TIMBER TRACT OPERATIONS,2002,1069072.44
5642, COIN-OPERATED LAUNDRIES AND DRYCLEANERS,2009,1069913.9
5643, RECONSTITUTED WOOD PRODUCT MANUFACTURING,2004,1071064.9
5644, OTHER GASOLINE STATIONS,2008,1075348.28
5645, RESIDENTIAL ELECTRIC LIGHTING FIXTURE MANUFACTURING,2004,1075818.21
5646, MUSICAL GROUPS AND ARTISTS,2008,1076405.71
5647, UNLAMINATED PLASTICS FILM AND SHEET (EXCEPT PACKAGING) MANUFACTURING,2005,1076537.3199999998
5648, JEWELRY (EXCEPT COSTUME) MANUFACTURING,2009,1077054.8099999998
5649, FRAMING CONTRACTORS,2008,1077547.81
5650, TELECOMMUNICATIONS RESELLERS,2001,1080000.0
5651, CONCRETE BLOCK AND BRICK MANUFACTURING,2006,1083283.5600000003
5652, ENGINEERED WOOD MEMBER (EXCEPT TRUSS) MANUFACTURING,2007,1083787.0
5653, OFFICES OF PODIATRISTS,2005,1084502.91
5654, OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE,2003,1084526.2000000002
5655," AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",2005,1084855.2100000004
5656, OTHER FINANCIAL VEHICLES,2005,1085086.77
5657, VOCATIONAL REHABILITATION SERVICES,2002,1086961.92
5658, CEMENT MANUFACTURING,2006,1087305.83
5659, ARMORED CAR SERVICES,2005,1089758.42
5660, TAXI SERVICE,2004,1090233.82
5661, OTHER NONCITRUS FRUIT FARMING,2008,1090326.0
5662, ALL OTHER MISCELLANEOUS CROP FARMING,2005,1090368.5200000003
5663, ASSISTED LIVING FACILITIES FOR THE ELDERLY,2009,1091991.0
5664, BOTTLED WATER MANUFACTURING,2004,1092349.4499999997
5665," ROOFING, SIDING, AND INSULATION MATERIAL MERCHANT WHOLESALERS",2006,1095465.67
5666, PAPER INDUSTRY MACHINERY MANUFACTURING,2006,1096553.14
5667, FARM SUPPLIES MERCHANT WHOLESALERS,2004,1097363.35
5668, BROILERS AND OTHER MEAT TYPE CHICKEN PRODUCTION,2009,1097429.88
5669, OTHER FUEL DEALERS,2003,1097583.55
5670, CELLULAR AND OTHER WIRELESS TELECOMMUNICATIONS,2008,1097600.8
5671, MISCELLANEOUS INTERMEDIATION,2000,1100000.0
5672, OILSEED AND GRAIN COMBINATION FARMING,2002,1100000.0
5673, CONFECTIONERY AND NUT STORES,2007,1100894.5799999998
5674, OTHER GENERAL GOVERNMENT SUPPORT,2001,1103500.0
5675," FASTENER, BUTTON, NEEDLE, AND PIN MANUFACTURING",2005,1104636.05
5676, LANDSCAPING SERVICES,2004,1106000.0
5677, MOBILE FOOD SERVICES,2008,1106711.6099999999
5678, OPTICAL GOODS STORES,2009,1106798.0600000003
5679, AMERICAN INDIAN AND ALASKA NATIVE TRIBAL GOVERNMENTS,2009,1108527.6199999999
5680," LUMBER, PLYWOOD, MILLWORK, AND WOOD PANEL MERCHANT WHOLESALERS",2005,1110270.6400000001
5681," WATCH, CLOCK, AND PART MANUFACTURING",2003,1110390.0
5682, FARM AND GARDEN MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,2005,1111527.7799999998
5683, FRESH FRUIT AND VEGETABLE MERCHANT WHOLESALERS,2005,1113993.8099999996
5684, CUTLERY AND FLATWARE (EXCEPT PRECIOUS) MANUFACTURING,2003,1114355.0
5685," WATER, SEWER, AND PIPELINE CONSTRUCTION",2007,1114656.0
5686, WIRED TELECOMMUNICATIONS CARRIERS,2000,1114662.63
5687, CREDIT CARD ISSUING,2007,1115761.0
5688, CONVEYOR AND CONVEYING EQUIPMENT MANUFACTURING,2002,1116249.0
5689, RESIDENTIAL MENTAL HEALTH AND SUBSTANCE ABUSE FACILITIES,2002,1116852.54
5690, ORANGE GROVES,2005,1119000.0
5691, CREAMERY BUTTER MANUFACTURING,2006,1121690.73
5692, BUSINESS AND SECRETARIAL SCHOOLS,2002,1121990.1600000001
5693, LINE-HAUL RAILROADS,2002,1122282.0
5694, CONSTRUCTION AND MINING (EXCEPT OIL WELL) MACHINERY AND EQUIPMENT WHOLESALERS,2004,1123941.6500000001
5695," MOTORCYCLE, BICYCLE, AND PARTS MANUFACTURING",2003,1124990.0
5696, TEMPORARY SHELTERS,2008,1127444.74
5697, VIDEO TAPE AND DISC RENTAL,2006,1128163.68
5698, RENDERING AND MEAT BYPRODUCT PROCESSING,2006,1128855.8
5699, LIMOUSINE SERVICE,2004,1129285.78
5700, OFFICES OF PODIATRISTS,2007,1129429.2899999998
5701, ELECTRIC HOUSEWARES AND HOUSEHOLD FAN MANUFACTURING,2006,1130241.6800000002
5702, FRESH FRUIT AND VEGETABLE MERCHANT WHOLESALERS,2002,1131635.0
5703, OIL AND GAS PIPELINE AND RELATED STRUCTURES CONSTRUCTION,2004,1134914.1099999999
5704, SANITARY PAPER PRODUCT MANUFACTURING,2008,1135338.5999999999
5705, WEB SEARCH PORTALS,2008,1135512.16
5706, CARPET AND RUG MILLS,2002,1136902.97
5707," JEWELRY, WATCH, PRECIOUS STONE, AND PRECIOUS METAL MERCHANT WHOLESALERS",2008,1140349.6300000001
5708, SINGLE FAMILY HOUSING CONSTRUCTION,2005,1140400.0
5709, OTHER NONSCHEDULED AIR TRANSPORTATION,2002,1140668.96
5710, ART DEALERS,2006,1141283.08
5711, TOUR OPERATORS,2009,1141421.0099999998
5712, PLASTICS MATERIALS AND BASIC FORMS AND SHAPES MERCHANT WHOLESALERS,2006,1141482.98
5713, YARN SPINNING MILLS,2007,1144748.82
5714, BROADWOVEN FABRIC MILLS,2002,1144800.0
5715," OTHER DIRECT INSURANCE (EXCEPT LIFE, HEALTH, AND MEDICAL) CARRIERS",2009,1145247.8199999998
5716, YARN SPINNING MILLS,2006,1148408.76
5717, OTHER CHEMICAL AND FERTILIZER MINERAL MINING,2002,1149188.0
5718, ORNAMENTAL AND ARCHITECTURAL METAL WORK MANUFACTURING,2000,1150119.0
5719, LIMOUSINE SERVICE,2005,1152466.77
5720, INDUSTRIAL AND PERSONAL SERVICE PAPER WHOLESALERS,2001,1154000.0
5721, CONCRETE BLOCK AND BRICK MANUFACTURING,2008,1154809.6600000001
5722, ADMINISTRATION OF AIR AND WATER RESOURCE AND SOLID WASTE MANAGEMENT PROGRAMS,2002,1159410.28
5723, GASOLINE STATIONS WITH CONVENIENCE STORES,2005,1160715.18
5724, SYNTHETIC RUBBER MANUFACTURING,2006,1162292.79
5725, SPORTS AND RECREATION INSTRUCTION,2006,1162415.23
5726," HOUSEHOLD APPLIANCES, ELECTRIC HOUSEWARES, AND CONSUMER ELECTRONICS MERCHANT WHOLESALERS",2004,1163022.5800000003
5727, OTHER GASOLINE STATIONS,2004,1164035.8299999998
5728, INDUSTRIAL AND PERSONAL SERVICE PAPER WHOLESALERS,2005,1164104.38
5729, UNDERWEAR AND NIGHTWEAR KNITTING MILLS,2004,1164269.5
5730, SERVICE ESTABLISHMENT EQUIPMENT AND SUPPLIES WHOLESALERS,2004,1164979.29
5731, MUSICAL INSTRUMENT MANUFACTURING,2008,1168460.59
5732, ADMINISTRATION OF HOUSING PROGRAMS,2003,1169920.0
5733, REAL ESTATE CREDIT,2007,1170000.0
5734," SECONDARY SMELTING, REFINING, AND ALLOYING OF NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM)",2009,1170360.37
5735, FITNESS AND RECREATIONAL SPORTS CENTERS,2004,1175311.44
5736, ALL OTHER SPECIALTY TRADE CONTRACTORS,2001,1176452.8599999999
5737, FIBER OPTIC CABLE MANUFACTURING,2002,1179310.0
5738, BALL AND ROLLER BEARING MANUFACTURING,2005,1179355.74
5739, GENERAL LINE GROCERY MERCHANT WHOLESALERS,2004,1179614.2800000003
5740," CAPACITOR, RESISTOR, COIL, TRANSFORMER, AND OTHER INDUCTOR MANUFACTURING",2004,1180316.0199999998
5741, SALES FINANCING,2009,1181160.7
5742, EXPLOSIVES MANUFACTURING,2005,1183104.2000000002
5743, BOAT DEALERS,2005,1184834.96
5744, HOUSEHOLD LAUNDRY EQUIPMENT MANUFACTURING,2005,1186593.9400000002
5745, SPORTS TEAMS AND CLUBS,2007,1187567.5899999999
5746, OTHER SOCIAL ADVOCACY ORGANIZATIONS,2001,1188886.4
5747, PLASTICS PLUMBING FIXTURE MANUFACTURING,2009,1189281.39
5748, METAL HEAT TREATING,2006,1189317.26
5749," ROOFING, SIDING, AND SHEET METAL CONTRACTORS",2001,1190254.11
5750, TEXTILE MACHINERY MANUFACTURING,2009,1191547.5899999999
5751, EXPLOSIVES MANUFACTURING,2003,1192290.27
5752," ADMINISTRATION OF HUMAN RESOURCE PROGRAMS (EXCEPT EDUCATION, PUBLIC HEALTH, AND VETERANS' AFFAIRS PROGRAMS)",2007,1197892.44
5753," SECONDARY SMELTING, REFINING, AND ALLOYING OF COPPER",2009,1198315.3299999998
5754, OTHER FOOTWEAR MANUFACTURING,2006,1198352.57
5755, RESIDENTIAL PROPERTY MANAGERS,2008,1198610.09
5756, BROADWOVEN FABRIC FINISHING MILLS,2003,1198903.0
5757, PETROLEUM LUBRICATING OIL AND GREASE MANUFACTURING,2003,1199997.0
5758, CLAY REFRACTORY MANUFACTURING,2003,1200000.0
5759, ADVERTISING MATERIAL DISTRIBUTION SERVICES,2009,1200175.5899999999
5760, OTHER INDIVIDUAL AND FAMILY SERVICES,2000,1202173.0
5761, SALES FINANCING,2007,1202893.1
5762," BRICK, STONE, AND RELATED CONSTRUCTION MATERIAL WHOLESALERS",2002,1204898.0
5763, SPORTING AND RECREATIONAL GOODS AND SUPPLIES WHOLESALERS,2002,1204924.0
5764, CONSTRUCTION AND MINING (EXCEPT OIL WELL) MACHINERY AND EQUIPMENT WHOLESALERS,2006,1208450.7599999998
5765, STEEL WIRE DRAWING,2005,1209717.3599999999
5766, CATERERS,2002,1210296.0
5767," WOOD TELEVISION, RADIO, AND SEWING MACHINE CABINET MANUFACTURING",2009,1212205.41
5768, HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MANUFACTURING,2002,1213291.0
5769," FASTENER, BUTTON, NEEDLE, AND PIN MANUFACTURING",2002,1213900.0
5770, TIRE AND TUBE WHOLESALERS,2002,1218016.0
5771, SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING,2001,1218656.0
5772, TELEMARKETING BUREAUS AND OTHER CONTACT CENTERS,2005,1218661.0
5773, ENGINEERED WOOD MEMBER (EXCEPT TRUSS) MANUFACTURING,2009,1222347.3700000003
5774, CLAIMS ADJUSTING,2006,1222384.0
5775, OTHER ELECTRIC POWER GENERATION,2000,1224144.13
5776, COMMUNITY FOOD SERVICES,2006,1224840.2300000002
5777," PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITHOUT FACILITIES",2008,1226687.4
5778, POWER-DRIVEN HANDTOOL MANUFACTURING,2002,1227307.0
5779," NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES",2007,1230873.7300000004
5780, PHOTOGRAPHIC EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS,2005,1232886.26
5781, MOTOR VEHICLE SUPPLIES AND NEW PARTS WHOLESALERS,2005,1234261.51
5782, HOUSEHOLD VACUUM CLEANER MANUFACTURING,2006,1235174.1799999995
5783, JEWELRY (EXCEPT COSTUME) MANUFACTURING,2008,1236249.95
5784, CREAMERY BUTTER MANUFACTURING,2002,1236619.0
5785, NONCURRENT-CARRYING WIRING DEVICE MANUFACTURING,2005,1237446.1400000001
5786, SPORTING AND RECREATIONAL GOODS AND SUPPLIES WHOLESALERS,2007,1240105.0
5787, NONFERROUS (EXCEPT ALUMINUM) DIE-CASTING FOUNDRIES,2009,1242742.19
5788, AUTOMOTIVE PARTS AND ACCESSORIES STORES,2002,1243158.0
5789, PAGING,2004,1244269.41
5790, MEN'S FOOTWEAR (EXCEPT ATHLETIC) MANUFACTURING,2005,1244775.370000001
5791, NEWS SYNDICATES,2003,1245342.0
5792, PUBLIC FINANCE ACTIVITIES,2007,1247023.8800000001
5793, TRANSPORTATION EQUIPMENT AND SUPPLIES (EXCEPT MOTOR VEHICLE) MERCHANT WHOLESALERS,2004,1247548.1099999999
5794, REFRIGERATION EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS,2005,1248477.8699999999
5795, SOLID WASTE COLLECTION,2001,1249215.68
5796, OPHTHALMIC GOODS MANUFACTURING,2005,1249686.6399999997
5797, HOUSEHOLD VACUUM CLEANER MANUFACTURING,2002,1250000.0
5798, CARBON AND GRAPHITE PRODUCT MANUFACTURING,2002,1252771.0
5799, AUDIO AND VIDEO EQUIPMENT MANUFACTURING,2001,1256493.76
5800, NONFERROUS (EXCEPT ALUMINUM) DIE-CASTING FOUNDRIES,2007,1259569.0
5801, HARDWOOD VENEER AND PLYWOOD MANUFACTURING,2008,1260298.0999999996
5802, OFFICES OF OPTOMETRISTS,2003,1260603.1099999999
5803, OUTDOOR ADVERTISING,2008,1262327.9
5804," ENVIRONMENT, CONSERVATION AND WILDLIFE ORGANIZATIONS",2008,1262997.65
5805, TOTALIZING FLUID METER AND COUNTING DEVICE MANUFACTURING,2004,1263174.86
5806, MARKING DEVICE MANUFACTURING,2005,1265611.9799999995
5807," PRERECORDED COMPACT DISC (EXCEPT SOFTWARE), TAPE, AND RECORD REPRODUCING",2007,1267862.1900000004
